State,Area,Var.5,Population,Violentcrime,Murder.andnonnegligentmanslaughter,Forciblerape,Robbery,Aggravatedassault,Propertycrime,Burglary,Larceny.theft,Motorvehicletheft
MONTANA,MONTANA,"Rate per 100,000 inhabitants",,349.6,3.5,94.7,20.3,272.8,"2,623.60",371.6,"2,017.90",234.1
NEBRASKA6,Metropolitan Statistical Area,,"1,227,692",,,0,,,,,,
NEBRASKA6,Metropolitan Statistical Area,Area actually reporting,99.20%,"4,027",50,1035,929,"2,454","32,043","4,539","24,109","3,395"
NEBRASKA6,Metropolitan Statistical Area,Estimated total,100.00%,"4,036",50,1041,929,"2,460","32,191","4,559","24,226","3,406"
NEBRASKA6,Cities outside metropolitan areas,,"335,719",,,0,,,,,,
NEBRASKA6,NEBRASKA6,Area actually reporting,93.70%,781,6,352,50,525,"7,472","1,132","5,985",355
NEBRASKA6,NEBRASKA6,Estimated total,100.00%,838,6,386,53,560,"7,973","1,208","6,386",379
NEBRASKA6,Nonmetropolitan counties,,"332,779",,,0,,,,,,
NEBRASKA6,NEBRASKA6,Area actually reporting,90.40%,305,5,89,11,238,"2,106",592,"1,319",195
NEBRASKA6,NEBRASKA6,Estimated total,100.00%,338,6,98,12,263,"2,331",655,"1,460",216
NEBRASKA6,State Total,,"1,896,190","5,212",62,1525,994,"3,283","42,495","6,422","32,072","4,001"
NEBRASKA6,NEBRASKA6,"Rate per 100,000 inhabitants",,274.9,3.3,80.4,52.4,173.1,"2,241.10",338.7,"1,691.40",211
NEVADA,Metropolitan Statistical Area,,"2,617,805",,,0,,,,,,
NEVADA,Metropolitan Statistical Area,Area actually reporting,100.00%,"19,404",166,2721,"6,244","11,429","72,206","20,939","40,285","10,982"
NEVADA,Cities outside metropolitan areas,,"48,996",,,0,,,,,,
NEVADA,NEVADA,Area actually reporting,100.00%,237,2,70,10,184,"1,688",456,"1,130",102
NEVADA,Nonmetropolitan counties,,"224,044",,,0,,,,,,
NEVADA,NEVADA,Area actually reporting,100.00%,477,10,135,33,352,"3,243",965,"2,011",267
NEVADA,State Total,,"2,890,845","20,118",178,2926,"6,287","11,965","77,137","22,360","43,426","11,351"
NEVADA,NEVADA,"Rate per 100,000 inhabitants",,695.9,6.2,101.2,217.5,413.9,"2,668.30",773.5,"1,502.20",392.7
NEW HAMPSHIRE,Metropolitan Statistical Area,,"835,158",,,0,,,,,,
NEW HAMPSHIRE,Metropolitan Statistical Area,Area actually reporting,97.90%,"1,743",14,637,365,"1,004","13,955","1,967","11,385",603
NEW HAMPSHIRE,Metropolitan Statistical Area,Estimated total,100.00%,"1,766",14,650,368,"1,017","14,201","2,000","11,588",613
NEW HAMPSHIRE,Cities outside metropolitan areas,,"443,394",,,0,,,,,,
NEW HAMPSHIRE,NEW HAMPSHIRE,Area actually reporting,89.30%,750,0,366,87,445,"7,785","1,206","6,343",236
NEW HAMPSHIRE,NEW HAMPSHIRE,Estimated total,100.00%,847,0,424,97,499,"8,721","1,351","7,106",264
NEW HAMPSHIRE,Nonmetropolitan counties,,"52,056",,,0,,,,,,
NEW HAMPSHIRE,NEW HAMPSHIRE,Area actually reporting,100.00%,39,0,14,3,27,307,116,177,14
NEW HAMPSHIRE,State Total,,"1,330,608","2,652",14,1088,468,"1,543","23,229","3,467","18,871",891
NEW HAMPSHIRE,NEW HAMPSHIRE,"Rate per 100,000 inhabitants",,199.3,1.1,81.7,35.2,116,"1,745.70",260.6,"1,418.20",67
NEW JERSEY,Metropolitan Statistical Area,,"8,958,013",,,0,,,,,,
NEW JERSEY,Metropolitan Statistical Area,Area actually reporting,100.00%,"22,879",363,2392,"9,729","11,414","145,701","27,960","105,963","11,778"
NEW JERSEY,Cities outside metropolitan areas,,None,,,0,,,,,,
NEW JERSEY,Nonmetropolitan counties,,None,,,0,,,,,,
NEW JERSEY,State Total,,"8,958,013","22,879",363,2392,"9,729","11,414","145,701","27,960","105,963","11,778"
NEW JERSEY,NEW JERSEY,"Rate per 100,000 inhabitants",,255.4,4.1,26.7,108.6,127.4,"1,626.50",312.1,"1,182.90",131.5
NEW MEXICO5,Metropolitan Statistical Area,,"1,390,305",,,0,,,,,,
NEW MEXICO5,Metropolitan Statistical Area,Area actually reporting,94.90%,"9,007",68,1933,"2,098","5,726","54,488","10,943","36,644","6,901"
NEW MEXICO5,Metropolitan Statistical Area,Estimated total,100.00%,"9,319",70,2008,"2,128","5,962","55,506","11,289","37,178","7,039"
NEW MEXICO5,Cities outside metropolitan areas,,"398,912",,,0,,,,,,
NEW MEXICO5,NEW MEXICO5,Area actually reporting,96.90%,"2,773",28,582,307,"2,105","17,423","4,310","12,114",999
NEW MEXICO5,NEW MEXICO5,Estimated total,100.00%,"2,864",29,603,317,"2,173","17,983","4,449","12,503","1,031"
NEW MEXICO5,Nonmetropolitan counties,,"295,892",,,0,,,,,,
NEW MEXICO5,NEW MEXICO5,Area actually reporting,92.80%,"1,389",17,255,37,"1,180","3,345","1,250","1,672",423
NEW MEXICO5,NEW MEXICO5,Estimated total,100.00%,"1,498",18,276,40,"1,272","3,605","1,347","1,802",456
NEW MEXICO5,State Total,,"2,085,109","13,681",117,2887,"2,485","9,407","77,094","17,085","51,483","8,526"
NEW MEXICO5,NEW MEXICO5,"Rate per 100,000 inhabitants",,656.1,5.6,138.5,119.2,451.2,"3,697.40",819.4,"2,469.10",408.9
NEW YORK6,Metropolitan Statistical Area,,"18,403,124",,,0,,,,,,
NEW YORK6,Metropolitan Statistical Area,Area actually reporting,99.90%,"72,574",589,8820,"23,682","43,204","295,464","40,021","240,693","14,750"
NEW YORK6,Metropolitan Statistical Area,Estimated total,100.00%,"72,606",589,8820,"23,694","43,224","295,805","40,066","240,978","14,761"
NEW YORK6,Cities outside metropolitan areas,,"513,230",,,0,,,,,,
NEW YORK6,NEW YORK6,Area actually reporting,97.70%,"1,239",9,515,182,750,"11,824","1,968","9,600",256
NEW YORK6,NEW YORK6,Estimated total,100.00%,"1,271",9,533,186,768,"12,108","2,015","9,831",262
NEW YORK6,Nonmetropolitan counties,,"879,437",,,0,,,,,,
NEW YORK6,NEW YORK6,Area actually reporting,100.00%,"1,288",11,1110,56,554,"9,616","2,195","7,131",290
NEW YORK6,State Total,,"19,795,791","75,165",609,10463,"23,936","44,546","317,529","44,276","257,940","15,313"
NEW YORK6,NEW YORK6,"Rate per 100,000 inhabitants",,379.7,3.1,52.9,120.9,225,"1,604.00",223.7,"1,303.00",77.4
NORTH CAROLINA5,Metropolitan Statistical Area,,"7,835,390",,,0,,,,,,
NORTH CAROLINA5,Metropolitan Statistical Area,Area actually reporting,98.90%,"28,126",383,3655,"7,601","18,031","216,706","55,372","150,403","10,931"
NORTH CAROLINA5,Metropolitan Statistical Area,Estimated total,100.00%,"28,310",384,3671,"7,645","18,162","218,939","55,886","152,039","11,014"
NORTH CAROLINA5,Cities outside metropolitan areas,,"648,044",,,0,,,,,,
NORTH CAROLINA5,NORTH CAROLINA5,Area actually reporting,90.70%,"3,558",73,399,777,"2,478","28,612","7,228","20,402",982
NORTH CAROLINA5,NORTH CAROLINA5,Estimated total,100.00%,"3,909",80,419,857,"2,732","31,546","7,969","22,494","1,083"
NORTH CAROLINA5,Nonmetropolitan counties,,"1,559,368",,,0,,,,,,
NORTH CAROLINA5,NORTH CAROLINA5,Area actually reporting,94.70%,"2,490",50,501,306,"1,829","24,332","10,402","12,663","1,267"
NORTH CAROLINA5,NORTH CAROLINA5,Estimated total,100.00%,"2,633",53,533,323,"1,932","25,698","10,986","13,374","1,338"
NORTH CAROLINA5,State Total,,"10,042,802","34,852",517,4623,"8,825","22,826","276,183","74,841","187,907","13,435"
NORTH CAROLINA5,NORTH CAROLINA5,"Rate per 100,000 inhabitants",,347,5.1,46,87.9,227.3,"2,750.10",745.2,"1,871.10",133.8
NORTH DAKOTA,Metropolitan Statistical Area,,"371,616",,,0,,,,,,
NORTH DAKOTA,Metropolitan Statistical Area,Area actually reporting,100.00%,973,11,320,96,687,"8,388","1,370","6,358",660
NORTH DAKOTA,Cities outside metropolitan areas,,"191,270",,,0,,,,,,
NORTH DAKOTA,NORTH DAKOTA,Area actually reporting,100.00%,660,5,232,44,485,"5,487","1,068","3,847",572
NORTH DAKOTA,Nonmetropolitan counties,,"194,041",,,0,,,,,,
NORTH DAKOTA,NORTH DAKOTA,Area actually reporting,100.00%,179,5,69,8,126,"2,145",559,"1,235",351
NORTH DAKOTA,State Total,,"756,927","1,812",21,621,148,"1,298","16,020","2,997","11,440","1,583"
NORTH DAKOTA,NORTH DAKOTA,"Rate per 100,000 inhabitants",,239.4,2.8,82.1,19.6,171.5,"2,116.50",395.9,"1,511.40",209.1
OHIO6,Metropolitan Statistical Area,,"9,246,915",,,0,,,,,,
OHIO6,Metropolitan Statistical Area,Area actually reporting,91.80%,"29,364",443,7332,"11,591","13,275","235,870","55,250","165,442","15,178"
OHIO6,Metropolitan Statistical Area,Estimated total,100.00%,"30,588",455,7750,"11,999","13,843","252,958","58,231","178,945","15,782"
OHIO6,Cities outside metropolitan areas,,"1,047,288",,,0,,,,,,
OHIO6,OHIO6,Area actually reporting,84.60%,"1,608",21,736,342,847,"26,196","5,270","20,363",563
OHIO6,OHIO6,Estimated total,100.00%,"1,902",25,872,404,"1,001","30,966","6,230","24,071",665
OHIO6,Nonmetropolitan counties,,"1,319,220",,,0,,,,,,
OHIO6,OHIO6,Area actually reporting,91.50%,"1,277",18,609,138,778,"15,185","4,429","10,041",715
OHIO6,OHIO6,Estimated total,100.00%,"1,408",20,681,151,851,"16,601","4,842","10,977",782
OHIO6,State Total,,"11,613,423","33,898",500,9303,"12,554","15,695","300,525","69,303","213,993","17,229"
OHIO6,OHIO6,"Rate per 100,000 inhabitants",,291.9,4.3,80.1,108.1,135.1,"2,587.70",596.7,"1,842.60",148.4
OKLAHOMA,Metropolitan Statistical Area,,"2,621,143",,,0,,,,,,
OKLAHOMA,Metropolitan Statistical Area,Area actually reporting,99.90%,"12,556",185,2436,"2,666","8,296","81,302","19,938","53,076","8,288"
OKLAHOMA,Metropolitan Statistical Area,Estimated total,100.00%,"12,559",185,2436,"2,666","8,299","81,350","19,948","53,110","8,292"
OKLAHOMA,Cities outside metropolitan areas,,"679,145",,,0,,,,,,
OKLAHOMA,OKLAHOMA,Area actually reporting,99.70%,"3,027",29,565,312,"2,361","24,467","5,647","17,354","1,466"
OKLAHOMA,OKLAHOMA,Estimated total,100.00%,"3,035",29,565,313,"2,368","24,544","5,665","17,408","1,471"
OKLAHOMA,Nonmetropolitan counties,,"611,050",,,0,,,,,,
OKLAHOMA,OKLAHOMA,Area actually reporting,98.00%,894,20,197,25,736,"6,847","2,738","3,435",674
OKLAHOMA,OKLAHOMA,Estimated total,100.00%,912,20,200,26,751,"6,984","2,793","3,504",687
OKLAHOMA,State Total,,"3,911,338","16,506",234,3201,"3,005","11,418","112,878","28,406","74,022","10,450"
OKLAHOMA,OKLAHOMA,"Rate per 100,000 inhabitants",,422,6,81.9,76.8,291.9,"2,885.90",726.2,"1,892.50",267.2
OREGON6,Metropolitan Statistical Area,,"3,373,232",,,0,,,,,,
OREGON6,Metropolitan Statistical Area,Area actually reporting,89.80%,"8,284",70,2058,"1,918","5,111","95,209","13,788","72,649","8,772"
OREGON6,Metropolitan Statistical Area,Estimated total,100.00%,"8,982",77,2293,"2,002","5,581","101,615","14,998","77,274","9,343"
OREGON6,Cities outside metropolitan areas,,"306,104",,,0,,,,,,
OREGON6,OREGON6,Area actually reporting,94.20%,828,11,286,110,544,"11,293","1,779","8,868",646
OREGON6,OREGON6,Estimated total,100.00%,879,12,304,117,577,"11,986","1,888","9,412",686
OREGON6,Nonmetropolitan counties,,"349,641",,,0,,,,,,
OREGON6,OREGON6,Area actually reporting,97.60%,592,10,157,26,460,"4,993","1,415","3,073",505
OREGON6,OREGON6,Estimated total,100.00%,607,10,160,27,472,"5,118","1,450","3,150",518
OREGON6,State Total,,"4,028,977","10,468",99,2757,"2,146","6,630","118,719","18,336","89,836","10,547"
OREGON6,OREGON6,"Rate per 100,000 inhabitants",,259.8,2.5,68.4,53.3,164.6,"2,946.60",455.1,"2,229.70",261.8
PENNSYLVANIA,Metropolitan Statistical Area,,"11,319,063",,,0,,,,,,
PENNSYLVANIA,Metropolitan Statistical Area,Area actually reporting,99.20%,"37,198",608,6172,"12,700","20,333","210,622","34,817","164,417","11,388"
PENNSYLVANIA,Metropolitan Statistical Area,Estimated total,100.00%,"37,344",609,6182,"12,741","20,432","212,012","35,000","165,580","11,432"
PENNSYLVANIA,Cities outside metropolitan areas,,"683,735",,,0,,,,,,
PENNSYLVANIA,PENNSYLVANIA,Area actually reporting,95.70%,"1,657",22,293,150,"1,314","9,998","1,717","7,980",301
PENNSYLVANIA,PENNSYLVANIA,Estimated total,100.00%,"1,730",23,305,157,"1,373","10,448","1,794","8,339",315
PENNSYLVANIA,Nonmetropolitan counties,,"799,705",,,0,,,,,,
PENNSYLVANIA,PENNSYLVANIA,Area actually reporting,100.00%,"1,265",26,940,105,568,"9,625","2,870","6,368",387
PENNSYLVANIA,State Total,,"12,802,503","40,339",658,7427,"13,003","22,373","232,085","39,664","180,287","12,134"
PENNSYLVANIA,PENNSYLVANIA,"Rate per 100,000 inhabitants",,315.1,5.1,58,101.6,174.8,"1,812.80",309.8,"1,408.20",94.8
PUERTO RICO7,Metropolitan Statistical Area,,"3,323,005",,,0,,,,,,
PUERTO RICO7,Metropolitan Statistical Area,Area actually reporting,100.00%,"7,566",565,272,"4,063","2,782","37,598","9,100","24,426","4,072"
PUERTO RICO7,Cities outside metropolitan areas,,"151,177",,,0,,,,,,
PUERTO RICO7,PUERTO RICO7,Area actually reporting,100.00%,63,19,16,7,28,119,50,67,2
PUERTO RICO7,Total,,"3,474,182","7,629",584,288,"4,070","2,810","37,717","9,150","24,493","4,074"
PUERTO RICO7,PUERTO RICO7,"Rate per 100,000 inhabitants",,219.6,16.8,8.2,117.1,80.9,"1,085.60",263.4,705,117.3
RHODE ISLAND6,Metropolitan Statistical Area,,"1,056,298",,,0,,,,,,
RHODE ISLAND6,Metropolitan Statistical Area,Area actually reporting,100.00%,"2,537",28,775,555,"1,510","19,976","3,944","14,659","1,373"
RHODE ISLAND6,Cities outside metropolitan areas,,None,,,0,,,,,,
RHODE ISLAND6,Nonmetropolitan counties,,None,,,0,,,,,,
RHODE ISLAND6,RHODE ISLAND6,Area actually reporting,100.00%,25,1,22,1,8,67,3,48,16
RHODE ISLAND6,State Total,,"1,056,298","2,562",29,797,556,"1,518","20,043","3,947","14,707","1,389"
RHODE ISLAND6,RHODE ISLAND6,"Rate per 100,000 inhabitants",,242.5,2.7,75.5,52.6,143.7,"1,897.50",373.7,"1,392.30",131.5
SOUTH CAROLINA,Metropolitan Statistical Area,,"4,145,678",,,0,,,,,,
SOUTH CAROLINA,Metropolitan Statistical Area,Area actually reporting,98.60%,"20,072",331,3295,"3,338","14,522","133,964","27,404","95,276","11,284"
SOUTH CAROLINA,Metropolitan Statistical Area,Estimated total,100.00%,"20,336",335,3342,"3,374","14,719","135,587","27,788","96,369","11,430"
SOUTH CAROLINA,Cities outside metropolitan areas,,"207,146",,,0,,,,,,
SOUTH CAROLINA,SOUTH CAROLINA,Area actually reporting,93.50%,"1,799",26,233,326,"1,312","10,889","2,281","8,175",433
SOUTH CAROLINA,SOUTH CAROLINA,Estimated total,100.00%,"1,923",28,248,349,"1,403","11,643","2,439","8,741",463
SOUTH CAROLINA,Nonmetropolitan counties,,"543,322",,,0,,,,,,
SOUTH CAROLINA,SOUTH CAROLINA,Area actually reporting,99.20%,"2,421",36,411,206,"1,935","13,898","4,288","8,542","1,068"
SOUTH CAROLINA,SOUTH CAROLINA,Estimated total,100.00%,"2,441",36,414,208,"1,951","14,015","4,324","8,614","1,077"
SOUTH CAROLINA,State Total,,"4,896,146","24,700",399,4004,"3,931","18,073","161,245","34,551","113,724","12,970"
SOUTH CAROLINA,SOUTH CAROLINA,"Rate per 100,000 inhabitants",,504.5,8.1,81.8,80.3,369.1,"3,293.30",705.7,"2,322.70",264.9
SOUTH DAKOTA,Metropolitan Statistical Area,,"412,368",,,0,,,,,,
SOUTH DAKOTA,Metropolitan Statistical Area,Area actually reporting,99.50%,"1,626",12,578,165,"1,146","10,205","1,897","7,545",763
SOUTH DAKOTA,Metropolitan Statistical Area,Estimated total,100.00%,"1,628",12,578,165,"1,148","10,224","1,900","7,560",764
SOUTH DAKOTA,Cities outside metropolitan areas,,"219,563",,,0,,,,,,
SOUTH DAKOTA,SOUTH DAKOTA,Area actually reporting,95.90%,"1,391",7,298,40,"1,184","5,239",745,"4,186",308
SOUTH DAKOTA,SOUTH DAKOTA,Estimated total,100.00%,"1,451",7,311,42,"1,235","5,465",777,"4,367",321
SOUTH DAKOTA,Nonmetropolitan counties,,"226,538",,,0,,,,,,
SOUTH DAKOTA,SOUTH DAKOTA,Area actually reporting,75.60%,158,10,36,7,123,750,214,458,78
SOUTH DAKOTA,SOUTH DAKOTA,Estimated total,100.00%,210,13,47,9,163,991,283,605,103
SOUTH DAKOTA,State Total,,"858,469","3,289",32,936,216,"2,546","16,680","2,960","12,532","1,188"
SOUTH DAKOTA,SOUTH DAKOTA,"Rate per 100,000 inhabitants",,383.1,3.7,109.1,25.2,296.6,"1,943.00",344.8,"1,459.80",138.4
TENNESSEE,Metropolitan Statistical Area,,"5,103,420",,,0,,,,,,
TENNESSEE,Metropolitan Statistical Area,Area actually reporting,100.00%,"34,397",351,3919,"7,078","24,708","158,863","34,790","113,624","10,449"
TENNESSEE,Cities outside metropolitan areas,,"513,845",,,0,,,,,,
TENNESSEE,TENNESSEE,Area actually reporting,100.00%,"3,364",16,436,295,"2,800","20,823","3,809","16,006","1,008"
TENNESSEE,Nonmetropolitan counties,,"983,034",,,0,,,,,,
TENNESSEE,TENNESSEE,Area actually reporting,100.00%,"2,639",39,287,101,"2,336","14,110","4,648","8,049","1,413"
TENNESSEE,State Total,,"6,600,299","40,400",406,4642,"7,474","29,844","193,796","43,247","137,679","12,870"
TENNESSEE,TENNESSEE,"Rate per 100,000 inhabitants",,612.1,6.2,70.3,113.2,452.2,"2,936.20",655.2,"2,086.00",195
TEXAS,Metropolitan Statistical Area,,"24,422,501",,,0,,,,,,
TEXAS,Metropolitan Statistical Area,Area actually reporting,99.80%,"104,453","1,207",19108,"31,163","61,043","714,288","136,056","514,139","64,093"
TEXAS,Metropolitan Statistical Area,Estimated total,100.00%,"104,564","1,207",19136,"31,189","61,113","715,398","136,238","514,990","64,170"
TEXAS,Cities outside metropolitan areas,,"1,425,757",,,0,,,,,,
TEXAS,TEXAS,Area actually reporting,97.10%,"5,528",43,1129,602,"4,226","41,169","9,231","30,193","1,745"
TEXAS,TEXAS,Estimated total,100.00%,"5,687",44,1171,617,"4,347","42,301","9,488","31,023","1,790"
TEXAS,Nonmetropolitan counties,,"1,620,856",,,0,,,,,,
TEXAS,TEXAS,Area actually reporting,99.40%,"2,958",65,862,127,"2,254","19,923","7,285","11,122","1,516"
TEXAS,TEXAS,Estimated total,100.00%,"2,976",65,868,128,"2,267","20,040","7,328","11,187","1,525"
TEXAS,State Total,,"27,469,114","113,227","1,316",21175,"31,934","67,727","777,739","153,054","557,200","67,485"
TEXAS,TEXAS,"Rate per 100,000 inhabitants",,412.2,4.8,77.1,116.3,246.6,"2,831.30",557.2,"2,028.50",245.7
UTAH6,Metropolitan Statistical Area,,"2,675,737",,,0,,,,,,
UTAH6,Metropolitan Statistical Area,Area actually reporting,98.70%,"6,295",49,2417,"1,292","3,506","82,075","11,283","62,574","8,218"
UTAH6,Metropolitan Statistical Area,Estimated total,100.00%,"6,357",49,2442,"1,303","3,543","82,969","11,414","63,248","8,307"
UTAH6,Cities outside metropolitan areas,,"144,887",,,0,,,,,,
UTAH6,UTAH6,Area actually reporting,95.50%,337,1,145,12,229,"3,411",519,"2,714",178
UTAH6,UTAH6,Estimated total,100.00%,354,1,154,13,240,"3,573",544,"2,843",186
UTAH6,Nonmetropolitan counties,,"175,295",,,0,,,,,,
UTAH6,UTAH6,Area actually reporting,96.00%,346,4,140,10,253,"2,628",490,"1,932",206
UTAH6,UTAH6,Estimated total,100.00%,360,4,147,10,263,"2,736",510,"2,012",214
UTAH6,State Total,,"2,995,919","7,071",54,2743,"1,326","4,046","89,278","12,468","68,103","8,707"
UTAH6,UTAH6,"Rate per 100,000 inhabitants",,236,1.8,91.5,44.3,135.1,"2,980.00",416.2,"2,273.20",290.6
VERMONT,Metropolitan Statistical Area,,"217,090",,,0,,,,,,
VERMONT,Metropolitan Statistical Area,Area actually reporting,100.00%,279,2,98,47,180,"4,245",815,"3,396",34
VERMONT,Cities outside metropolitan areas,,"203,524",,,0,,,,,,
VERMONT,VERMONT,Area actually reporting,100.00%,307,5,92,42,212,"2,873",504,"2,312",57
VERMONT,Nonmetropolitan counties,,"205,428",,,0,,,,,,
VERMONT,VERMONT,Area actually reporting,100.00%,153,3,67,12,100,"1,688",649,952,87
VERMONT,State Total,,"626,042",739,10,257,101,492,"8,806","1,968","6,660",178
VERMONT,VERMONT,"Rate per 100,000 inhabitants",,118,1.6,41,16.1,78.6,"1,406.60",314.4,"1,063.80",28.4
VIRGINIA,Metropolitan Statistical Area,,"7,333,021",,,0,,,,,,
VIRGINIA,Metropolitan Statistical Area,Area actually reporting,99.90%,"14,490",328,3172,"4,194","8,048","139,834","18,121","114,372","7,341"
VIRGINIA,Metropolitan Statistical Area,Estimated total,100.00%,"14,491",328,3172,"4,194","8,049","139,851","18,123","114,386","7,342"
VIRGINIA,Cities outside metropolitan areas,,"262,020",,,0,,,,,,
VIRGINIA,VIRGINIA,Area actually reporting,99.20%,721,19,187,139,448,"7,585","1,032","6,342",211
VIRGINIA,VIRGINIA,Estimated total,100.00%,726,19,187,140,452,"7,646","1,040","6,393",213
VIRGINIA,Nonmetropolitan counties,,"787,952",,,0,,,,,,
VIRGINIA,VIRGINIA,Area actually reporting,100.00%,"1,182",36,474,107,734,"8,973","2,177","6,240",556
VIRGINIA,State Total,,"8,382,993","16,399",383,3833,"4,441","9,235","156,470","21,340","127,019","8,111"
VIRGINIA,VIRGINIA,"Rate per 100,000 inhabitants",,195.6,4.6,45.7,53,110.2,"1,866.50",254.6,"1,515.20",96.8
WASHINGTON6,Metropolitan Statistical Area,,"6,452,326",,,0,,,,,,
WASHINGTON6,Metropolitan Statistical Area,Area actually reporting,99.90%,"18,899",197,4403,"5,234","11,030","229,294","45,974","157,899","25,421"
WASHINGTON6,Metropolitan Statistical Area,Estimated total,100.00%,"18,899",197,4403,"5,234","11,030","229,304","45,976","157,906","25,422"
WASHINGTON6,Cities outside metropolitan areas,,"296,377",,,0,,,,,,
WASHINGTON6,WASHINGTON6,Area actually reporting,97.80%,922,6,324,165,578,"12,260","2,524","8,829",907
WASHINGTON6,WASHINGTON6,Estimated total,100.00%,942,6,330,169,591,"12,541","2,582","9,031",928
WASHINGTON6,Nonmetropolitan counties,,"421,648",,,0,,,,,,
WASHINGTON6,WASHINGTON6,Area actually reporting,100.00%,553,8,165,46,408,"6,524","2,435","3,572",517
WASHINGTON6,State Total,,"7,170,351","20,394",211,4898,"5,449","12,029","248,369","50,993","170,509","26,867"
WASHINGTON6,WASHINGTON6,"Rate per 100,000 inhabitants",,284.4,2.9,68.3,76,167.8,"3,463.80",711.2,"2,378.00",374.7
WEST VIRGINIA,Metropolitan Statistical Area,,"1,136,862",,,0,,,,,,
WEST VIRGINIA,Metropolitan Statistical Area,Area actually reporting,89.80%,"3,557",45,647,625,"2,485","25,404","6,476","17,423","1,505"
WEST VIRGINIA,Metropolitan Statistical Area,Estimated total,100.00%,"3,887",47,702,667,"2,740","28,418","7,019","19,731","1,668"
WEST VIRGINIA,Cities outside metropolitan areas,,"189,216",,,0,,,,,,
WEST VIRGINIA,WEST VIRGINIA,Area actually reporting,53.00%,280,4,41,28,225,"1,619",264,"1,285",70
WEST VIRGINIA,WEST VIRGINIA,Estimated total,100.00%,519,8,59,53,425,"3,056",498,"2,426",132
WEST VIRGINIA,Nonmetropolitan counties,,"518,050",,,0,,,,,,
WEST VIRGINIA,WEST VIRGINIA,Area actually reporting,73.10%,"1,325",11,225,29,"1,143","4,223","1,208","2,694",321
WEST VIRGINIA,WEST VIRGINIA,Estimated total,100.00%,"1,825",15,331,40,"1,564","5,777","1,653","3,685",439
WEST VIRGINIA,State Total,,"1,844,128","6,231",70,1092,760,"4,729","37,251","9,170","25,842","2,239"
WEST VIRGINIA,WEST VIRGINIA,"Rate per 100,000 inhabitants",,337.9,3.8,59.2,41.2,256.4,"2,020.00",497.3,"1,401.30",121.4
WISCONSIN6,Metropolitan Statistical Area,,"4,268,682",,,0,,,,,,
WISCONSIN6,Metropolitan Statistical Area,Area actually reporting,96.50%,"15,597",207,2291,"5,087","8,935","88,714","15,012","63,592","10,110"
WISCONSIN6,Metropolitan Statistical Area,Estimated total,100.00%,"15,770",209,2341,"5,131","9,034","91,251","15,314","65,713","10,224"
WISCONSIN6,Cities outside metropolitan areas,,"639,613",,,0,,,,,,
WISCONSIN6,WISCONSIN6,Area actually reporting,93.80%,"1,015",9,330,79,738,"14,140","1,732","12,065",343
WISCONSIN6,WISCONSIN6,Estimated total,100.00%,"1,082",10,351,84,787,"15,070","1,846","12,858",366
WISCONSIN6,Nonmetropolitan counties,,"863,042",,,0,,,,,,
WISCONSIN6,WISCONSIN6,Area actually reporting,100.00%,795,21,312,17,574,"7,603","2,394","4,814",395
WISCONSIN6,State Total,,"5,771,337","17,647",240,3004,"5,232","10,395","113,924","19,554","83,385","10,985"
WISCONSIN6,WISCONSIN6,"Rate per 100,000 inhabitants",,305.8,4.2,52,90.7,180.1,"1,974.00",338.8,"1,444.80",190.3
WYOMING,Metropolitan Statistical Area,,"179,738",,,0,,,,,,
WYOMING,Metropolitan Statistical Area,Area actually reporting,100.00%,366,8,86,31,277,"4,584",763,"3,579",242
WYOMING,Cities outside metropolitan areas,,"245,549",,,0,,,,,,
WYOMING,WYOMING,Area actually reporting,96.70%,629,5,144,24,518,"5,255",693,"4,313",249
WYOMING,WYOMING,Estimated total,100.00%,649,5,146,25,536,"5,434",717,"4,460",257
WYOMING,Nonmetropolitan counties,,"160,820",,,0,,,,,,
WYOMING,WYOMING,Area actually reporting,91.60%,262,3,58,3,221,"1,038",258,695,85
WYOMING,WYOMING,Estimated total,100.00%,287,3,66,3,241,"1,133",282,758,93
WYOMING,State Total,,"586,107","1,302",16,298,59,"1,054","11,151","1,762","8,797",592
WYOMING,WYOMING,"Rate per 100,000 inhabitants",,222.1,2.7,50.8,10.1,179.8,"1,902.60",300.6,"1,500.90",101
