State,Area,Var.5,Population,Violentcrime,Murder.andnonnegligentmanslaughter,Forciblerape,Robbery,Aggravatedassault,Propertycrime,Burglary,Larceny.theft,Motorvehicletheft
MONTANA4,Metropolitan Statistical Area,Area actually reporting,100.00%,"1,049",14,336,133,711,"11,788","1,538","9,329",921
MONTANA4,Cities outside metropolitan areas,,"215,364",,,0,,,,,,
MONTANA4,MONTANA4,Area actually reporting,98.00%,"1,169",14,356,42,917,"7,073",976,"5,514",583
MONTANA4,MONTANA4,Estimated total,100.00%,"1,194",14,365,43,936,"7,219",996,"5,628",595
MONTANA4,Nonmetropolitan counties,,"445,559",,,0,,,,,,
MONTANA4,MONTANA4,Area actually reporting,94.00%,"1,003",8,252,25,832,"5,930",998,"4,436",496
MONTANA4,MONTANA4,Estimated total,100.00%,"1,070",9,270,27,885,"6,305","1,061","4,717",527
MONTANA4,State Total,,"1,023,579","3,313",37,971,203,"2,532","25,312","3,595","19,674","2,043"
MONTANA4,MONTANA4,"Rate per 100,000 inhabitants",,323.7,3.6,94.9,19.8,247.4,"2,472.90",351.2,"1,922.10",199.6
NEBRASKA5,Metropolitan Statistical Area,,"1,210,548",,,0,,,,,,
NEBRASKA5,Metropolitan Statistical Area,Area actually reporting,99.20%,"4,086",42,1015,987,"2,469","36,129","5,735","26,472","3,922"
NEBRASKA5,Metropolitan Statistical Area,Estimated total,100.00%,"4,097",42,1021,989,"2,475","36,288","5,759","26,599","3,930"
NEBRASKA5,Cities outside metropolitan areas,,"338,087",,,0,,,,,,
NEBRASKA5,NEBRASKA5,Area actually reporting,91.00%,817,4,330,45,577,"7,954","1,360","6,279",315
NEBRASKA5,NEBRASKA5,Estimated total,100.00%,900,4,370,49,634,"8,736","1,494","6,896",346
NEBRASKA5,Nonmetropolitan counties,,"332,868",,,0,,,,,,
NEBRASKA5,NEBRASKA5,Area actually reporting,78.70%,214,6,65,4,163,"1,933",549,"1,243",141
NEBRASKA5,NEBRASKA5,Estimated total,100.00%,278,8,91,5,207,"2,455",697,"1,579",179
NEBRASKA5,State Total,,"1,881,503","5,275",54,1482,"1,043","3,316","47,479","7,950","35,074","4,455"
NEBRASKA5,NEBRASKA5,"Rate per 100,000 inhabitants",,280.4,2.9,78.8,55.4,176.2,"2,523.50",422.5,"1,864.10",236.8
NEVADA4,Metropolitan Statistical Area,,"2,565,531",,,0,,,,,,
NEVADA4,Metropolitan Statistical Area,Area actually reporting,100.00%,"17,199",157,2142,"5,903","9,906","69,217","20,344","39,084","9,789"
NEVADA4,Cities outside metropolitan areas,,"48,964",,,0,,,,,,
NEVADA4,NEVADA4,Area actually reporting,100.00%,348,4,79,17,282,"1,931",555,"1,235",141
NEVADA4,Nonmetropolitan counties,,"224,604",,,0,,,,,,
NEVADA4,NEVADA4,Area actually reporting,97.90%,486,9,126,33,368,"3,321","1,007","2,064",250
NEVADA4,NEVADA4,Estimated total,100.00%,498,9,131,34,376,"3,390","1,028","2,107",255
NEVADA4,State Total,,"2,839,099","18,045",170,2352,"5,954","10,564","74,538","21,927","42,426","10,185"
NEVADA4,NEVADA4,"Rate per 100,000 inhabitants",,635.6,6,82.8,209.7,372.1,"2,625.40",772.3,"1,494.30",358.7
NEW HAMPSHIRE4,Metropolitan Statistical Area,,"830,790",,,0,,,,,,
NEW HAMPSHIRE4,Metropolitan Statistical Area,Area actually reporting,96.40%,"1,702",11,573,421,947,"15,633","2,403","12,679",551
NEW HAMPSHIRE4,Metropolitan Statistical Area,Estimated total,100.00%,"1,745",11,597,428,970,"16,125","2,474","13,085",566
NEW HAMPSHIRE4,Cities outside metropolitan areas,,"442,983",,,0,,,,,,
NEW HAMPSHIRE4,NEW HAMPSHIRE4,Area actually reporting,86.70%,684,1,364,93,384,"8,304","1,379","6,686",239
NEW HAMPSHIRE4,NEW HAMPSHIRE4,Estimated total,100.00%,795,1,432,107,443,"9,575","1,590","7,709",276
NEW HAMPSHIRE4,Nonmetropolitan counties,,"53,040",,,0,,,,,,
NEW HAMPSHIRE4,NEW HAMPSHIRE4,Area actually reporting,100.00%,62,0,23,2,46,341,98,228,15
NEW HAMPSHIRE4,State Total,,"1,326,813","2,602",12,1052,537,"1,459","26,041","4,162","21,022",857
NEW HAMPSHIRE4,NEW HAMPSHIRE4,"Rate per 100,000 inhabitants",,196.1,0.9,79.3,40.5,110,"1,962.70",313.7,"1,584.40",64.6
NEW JERSEY,Metropolitan Statistical Area,,"8,938,175",,,0,,,,,,
NEW JERSEY,Metropolitan Statistical Area,Area actually reporting,100.00%,"23,346",349,2227,"10,498","11,225","154,993","31,710","111,578","11,705"
NEW JERSEY,Cities outside metropolitan areas,,None,,,0,,,,,,
NEW JERSEY,Nonmetropolitan counties,,None,,,0,,,,,,
NEW JERSEY,State Total,,"8,938,175","23,346",349,2227,"10,498","11,225","154,993","31,710","111,578","11,705"
NEW JERSEY,NEW JERSEY,"Rate per 100,000 inhabitants",,261.2,3.9,25,117.5,125.6,"1,734.10",354.8,"1,248.30",131
NEW MEXICO,Metropolitan Statistical Area,,"1,390,853",,,0,,,,,,
NEW MEXICO,Metropolitan Statistical Area,Area actually reporting,99.90%,"8,653",63,1782,"1,771","5,788","51,763","12,135","34,681","4,947"
NEW MEXICO,Metropolitan Statistical Area,Estimated total,100.00%,"8,656",63,1782,"1,771","5,791","51,785","12,140","34,697","4,948"
NEW MEXICO,Cities outside metropolitan areas,,"397,993",,,0,,,,,,
NEW MEXICO,NEW MEXICO,Area actually reporting,97.90%,"2,847",28,590,259,"2,222","17,471","4,290","12,284",897
NEW MEXICO,NEW MEXICO,Estimated total,100.00%,"2,908",29,602,265,"2,269","17,844","4,382","12,546",916
NEW MEXICO,Nonmetropolitan counties,,"296,726",,,0,,,,,,
NEW MEXICO,NEW MEXICO,Area actually reporting,92.70%,828,8,149,46,683,"3,937","1,838","1,704",395
NEW MEXICO,NEW MEXICO,Estimated total,100.00%,895,9,162,50,737,"4,248","1,983","1,839",426
NEW MEXICO,State Total,,"2,085,572","12,459",101,2546,"2,086","8,797","73,877","18,505","49,082","6,290"
NEW MEXICO,NEW MEXICO,"Rate per 100,000 inhabitants",,597.4,4.8,122.1,100,421.8,"3,542.30",887.3,"2,353.40",301.6
NEW YORK5,Metropolitan Statistical Area,,"18,339,380",,,0,,,,,,
NEW YORK5,Metropolitan Statistical Area,Area actually reporting,99.90%,"72,890",588,7940,"23,787","43,924","314,802","45,880","253,815","15,107"
NEW YORK5,Metropolitan Statistical Area,Estimated total,100.00%,"72,930",588,7942,"23,802","43,948","315,220","45,937","254,164","15,119"
NEW YORK5,Cities outside metropolitan areas,,"518,307",,,0,,,,,,
NEW YORK5,NEW YORK5,Area actually reporting,97.70%,"1,187",10,397,190,758,"13,033","2,274","10,503",256
NEW YORK5,NEW YORK5,Estimated total,100.00%,"1,217",10,410,195,776,"13,344","2,328","10,754",262
NEW YORK5,Nonmetropolitan counties,,"888,540",,,0,,,,,,
NEW YORK5,NEW YORK5,Area actually reporting,97.00%,"1,204",18,953,47,562,"10,395","2,440","7,611",344
NEW YORK5,NEW YORK5,Estimated total,100.00%,"1,251",19,999,48,579,"10,718","2,516","7,847",355
NEW YORK5,State Total,,"19,746,227","75,398",617,9351,"24,045","45,303","339,282","50,781","272,765","15,736"
NEW YORK5,NEW YORK5,"Rate per 100,000 inhabitants",,381.8,3.1,47.3,121.8,229.4,"1,718.20",257.2,"1,381.40",79.7
NORTH CAROLINA,Metropolitan Statistical Area,,"7,727,957",,,0,,,,,,
NORTH CAROLINA,Metropolitan Statistical Area,Area actually reporting,99.10%,"25,907",358,3356,"7,112","16,491","220,587","57,805","151,974","10,808"
NORTH CAROLINA,Metropolitan Statistical Area,Estimated total,100.00%,"26,053",359,3368,"7,148","16,594","222,495","58,252","153,363","10,880"
NORTH CAROLINA,Cities outside metropolitan areas,,"648,863",,,0,,,,,,
NORTH CAROLINA,NORTH CAROLINA,Area actually reporting,92.10%,"3,655",71,337,835,"2,557","31,335","7,687","22,533","1,115"
NORTH CAROLINA,NORTH CAROLINA,Estimated total,100.00%,"3,958",77,349,907,"2,776","34,021","8,346","24,464","1,211"
NORTH CAROLINA,Nonmetropolitan counties,,"1,567,144",,,0,,,,,,
NORTH CAROLINA,NORTH CAROLINA,Area actually reporting,97.00%,"2,673",72,429,350,"1,990","28,309","12,393","14,423","1,493"
NORTH CAROLINA,NORTH CAROLINA,Estimated total,100.00%,"2,756",74,443,361,"2,051","29,181","12,775","14,867","1,539"
NORTH CAROLINA,State Total,,"9,943,964","32,767",510,4160,"8,416","21,421","285,697","79,373","192,694","13,630"
NORTH CAROLINA,NORTH CAROLINA,"Rate per 100,000 inhabitants",,329.5,5.1,41.8,84.6,215.4,"2,873.10",798.2,"1,937.80",137.1
NORTH DAKOTA4,Metropolitan Statistical Area,,"363,187",,,0,,,,,,
NORTH DAKOTA4,Metropolitan Statistical Area,Area actually reporting,100.00%,"1,055",8,346,116,741,"8,298","1,369","6,359",570
NORTH DAKOTA4,Cities outside metropolitan areas,,"180,439",,,0,,,,,,
NORTH DAKOTA4,NORTH DAKOTA4,Area actually reporting,100.00%,683,12,225,47,494,"5,385",897,"3,852",636
NORTH DAKOTA4,Nonmetropolitan counties,,"195,856",,,0,,,,,,
NORTH DAKOTA4,NORTH DAKOTA4,Area actually reporting,99.30%,221,2,63,10,171,"1,909",438,"1,165",306
NORTH DAKOTA4,NORTH DAKOTA4,Estimated total,100.00%,222,2,63,10,172,"1,922",441,"1,173",308
NORTH DAKOTA4,State Total,,"739,482","1,960",22,634,173,"1,407","15,605","2,707","11,384","1,514"
NORTH DAKOTA4,NORTH DAKOTA4,"Rate per 100,000 inhabitants",,265.1,3,85.7,23.4,190.3,"2,110.30",366.1,"1,539.50",204.7
OHIO5,Metropolitan Statistical Area,,"9,218,545",,,0,,,,,,
OHIO5,Metropolitan Statistical Area,Area actually reporting,91.20%,"28,580",406,7237,"11,782","12,429","255,451","64,006","175,491","15,954"
OHIO5,Metropolitan Statistical Area,Estimated total,100.00%,"29,798",417,7712,"12,195","12,953","274,917","67,601","190,658","16,658"
OHIO5,Cities outside metropolitan areas,,"1,049,077",,,0,,,,,,
OHIO5,OHIO5,Area actually reporting,81.80%,"1,525",19,685,364,771,"26,877","5,139","21,197",541
OHIO5,OHIO5,Estimated total,100.00%,"1,861",23,820,445,942,"32,841","6,279","25,901",661
OHIO5,Nonmetropolitan counties,,"1,326,541",,,0,,,,,,
OHIO5,OHIO5,Area actually reporting,90.40%,"1,234",22,541,102,792,"15,161","4,489","10,043",629
OHIO5,OHIO5,Estimated total,100.00%,"1,371",24,607,113,876,"16,770","4,965","11,109",696
OHIO5,State Total,,"11,594,163","33,030",464,9139,"12,753","14,771","324,528","78,845","227,668","18,015"
OHIO5,OHIO5,"Rate per 100,000 inhabitants",,284.9,4,78.8,110,127.4,"2,799.10",680,"1,963.60",155.4
OKLAHOMA4,Metropolitan Statistical Area,,"2,526,767",,,0,,,,,,
OKLAHOMA4,Metropolitan Statistical Area,Area actually reporting,100.00%,"11,796",141,2281,"2,680","7,654","81,680","20,708","52,585","8,387"
OKLAHOMA4,Cities outside metropolitan areas,,"728,921",,,0,,,,,,
OKLAHOMA4,OKLAHOMA4,Area actually reporting,100.00%,"3,189",24,636,337,"2,456","26,975","6,244","19,215","1,516"
OKLAHOMA4,Nonmetropolitan counties,,"622,363",,,0,,,,,,
OKLAHOMA4,OKLAHOMA4,Area actually reporting,100.00%,759,10,137,31,634,"7,327","2,556","4,091",680
OKLAHOMA4,State Total,,"3,878,051","15,744",175,3054,"3,048","10,744","115,982","29,508","75,891","10,583"
OKLAHOMA4,OKLAHOMA4,"Rate per 100,000 inhabitants",,406,4.5,78.7,78.6,277,"2,990.70",760.9,"1,956.90",272.9
OREGON5,Metropolitan Statistical Area,,"3,317,292",,,0,,,,,,
OREGON5,Metropolitan Statistical Area,Area actually reporting,90.00%,"7,436",55,1931,"1,840","4,427","92,252","12,754","71,579","7,919"
OREGON5,Metropolitan Statistical Area,Estimated total,100.00%,"7,928",58,2132,"1,903","4,735","97,757","13,901","75,432","8,424"
OREGON5,Cities outside metropolitan areas,,"306,040",,,0,,,,,,
OREGON5,OREGON5,Area actually reporting,94.10%,805,9,248,148,500,"10,629","1,780","8,250",599
OREGON5,OREGON5,Estimated total,100.00%,854,10,261,157,532,"11,299","1,892","8,770",637
OREGON5,Nonmetropolitan counties,,"346,907",,,0,,,,,,
OREGON5,OREGON5,Area actually reporting,98.40%,434,13,114,32,320,"5,165","1,414","3,271",480
OREGON5,OREGON5,Estimated total,100.00%,442,13,117,33,325,"5,249","1,437","3,324",488
OREGON5,State Total,,"3,970,239","9,224",81,2510,"2,093","5,592","114,305","17,230","87,526","9,549"
OREGON5,OREGON5,"Rate per 100,000 inhabitants",,232.3,2,63.2,52.7,140.8,"2,879.00",434,"2,204.60",240.5
PENNSYLVANIA4,Metropolitan Statistical Area,,"11,296,254",,,0,,,,,,
PENNSYLVANIA4,Metropolitan Statistical Area,Area actually reporting,99.50%,"37,560",587,5823,"13,252","20,363","224,980","40,869","171,772","12,339"
PENNSYLVANIA4,Metropolitan Statistical Area,Estimated total,100.00%,"37,654",588,5830,"13,278","20,426","225,908","41,009","172,530","12,369"
PENNSYLVANIA4,Cities outside metropolitan areas,,"688,032",,,0,,,,,,
PENNSYLVANIA4,PENNSYLVANIA4,Area actually reporting,97.90%,"1,470",6,238,150,"1,178","10,840","1,812","8,754",274
PENNSYLVANIA4,PENNSYLVANIA4,Estimated total,100.00%,"1,499",6,240,153,"1,203","11,068","1,850","8,938",280
PENNSYLVANIA4,Nonmetropolitan counties,,"802,923",,,0,,,,,,
PENNSYLVANIA4,PENNSYLVANIA4,Area actually reporting,100.00%,"1,011",20,544,103,560,"10,040","2,861","6,788",391
PENNSYLVANIA4,State Total,,"12,787,209","40,164",614,6614,"13,534","22,189","247,016","45,720","188,256","13,040"
PENNSYLVANIA4,PENNSYLVANIA4,"Rate per 100,000 inhabitants",,314.1,4.8,51.7,105.8,173.5,"1,931.70",357.5,"1,472.20",102
PUERTO RICO,Metropolitan Statistical Area,,"3,394,621",,,0,,,,,,
PUERTO RICO,Metropolitan Statistical Area,Area actually reporting,100.00%,"8,134",657,96,"5,062","2,360","44,180","11,558","28,051","4,571"
PUERTO RICO,Cities outside metropolitan areas,,"153,776",,,0,,,,,,
PUERTO RICO,PUERTO RICO,Area actually reporting,100.00%,249,24,1,109,115,"1,442",477,897,68
PUERTO RICO,Total,,"3,548,397","8,383",681,97,"5,171","2,475","45,622","12,035","28,948","4,639"
PUERTO RICO,PUERTO RICO,"Rate per 100,000 inhabitants",,236.2,19.2,2.8,145.7,69.7,"1,285.70",339.2,815.8,130.7
RHODE ISLAND5,Metropolitan Statistical Area,,"1,055,173",,,0,,,,,,
RHODE ISLAND5,Metropolitan Statistical Area,Area actually reporting,100.00%,"2,287",25,588,528,"1,393","22,874","4,823","16,253","1,798"
RHODE ISLAND5,Cities outside metropolitan areas,,None,,,0,,,,,,
RHODE ISLAND5,Nonmetropolitan counties,,None,,,0,,,,,,
RHODE ISLAND5,RHODE ISLAND5,Area actually reporting,100.00%,26,0,26,1,5,61,0,26,35
RHODE ISLAND5,State Total,,"1,055,173","2,313",25,614,529,"1,398","22,935","4,823","16,279","1,833"
RHODE ISLAND5,RHODE ISLAND5,"Rate per 100,000 inhabitants",,219.2,2.4,58.2,50.1,132.5,"2,173.60",457.1,"1,542.80",173.7
SOUTH CAROLINA4,Metropolitan Statistical Area,,"4,078,154",,,0,,,,,,
SOUTH CAROLINA4,Metropolitan Statistical Area,Area actually reporting,98.40%,"19,644",252,2941,"3,423","14,253","138,237","29,121","98,137","10,979"
SOUTH CAROLINA4,Metropolitan Statistical Area,Estimated total,100.00%,"19,942",255,2982,"3,467","14,480","140,229","29,590","99,497","11,142"
SOUTH CAROLINA4,Cities outside metropolitan areas,,"208,220",,,0,,,,,,
SOUTH CAROLINA4,SOUTH CAROLINA4,Area actually reporting,95.70%,"1,677",19,185,307,"1,247","11,294","2,433","8,363",498
SOUTH CAROLINA4,SOUTH CAROLINA4,Estimated total,100.00%,"1,751",20,191,321,"1,303","11,797","2,541","8,736",520
SOUTH CAROLINA4,Nonmetropolitan counties,,"546,108",,,0,,,,,,
SOUTH CAROLINA4,SOUTH CAROLINA4,Area actually reporting,100.00%,"2,359",36,375,209,"1,893","15,191","4,590","9,361","1,240"
SOUTH CAROLINA4,State Total,,"4,832,482","24,052",311,3548,"3,997","17,676","167,217","36,721","117,594","12,902"
SOUTH CAROLINA4,SOUTH CAROLINA4,"Rate per 100,000 inhabitants",,497.7,6.4,73.4,82.7,365.8,"3,460.30",759.9,"2,433.40",267
SOUTH DAKOTA4,Metropolitan Statistical Area,,"405,686",,,0,,,,,,
SOUTH DAKOTA4,Metropolitan Statistical Area,Area actually reporting,99.50%,"1,374",9,497,150,956,"9,265","1,663","6,981",621
SOUTH DAKOTA4,Metropolitan Statistical Area,Estimated total,100.00%,"1,376",9,497,150,958,"9,285","1,667","6,996",622
SOUTH DAKOTA4,Cities outside metropolitan areas,,"218,451",,,0,,,,,,
SOUTH DAKOTA4,SOUTH DAKOTA4,Area actually reporting,95.80%,"1,168",6,302,43,956,"5,171",832,"4,032",307
SOUTH DAKOTA4,SOUTH DAKOTA4,Estimated total,100.00%,"1,220",6,317,45,998,"5,396",868,"4,208",320
SOUTH DAKOTA4,Nonmetropolitan counties,,"229,038",,,0,,,,,,
SOUTH DAKOTA4,SOUTH DAKOTA4,Area actually reporting,78.00%,144,4,49,4,109,953,221,681,51
SOUTH DAKOTA4,SOUTH DAKOTA4,Estimated total,100.00%,190,5,69,5,140,"1,221",283,873,65
SOUTH DAKOTA4,State Total,,"853,175","2,786",20,883,200,"2,096","15,902","2,818","12,077","1,007"
SOUTH DAKOTA4,SOUTH DAKOTA4,"Rate per 100,000 inhabitants",,326.5,2.3,103.5,23.4,245.7,"1,863.90",330.3,"1,415.50",118
TENNESSEE4,Metropolitan Statistical Area,,"5,053,537",,,0,,,,,,
TENNESSEE4,Metropolitan Statistical Area,Area actually reporting,99.40%,"33,938",319,3729,"6,823","24,642","162,661","36,810","115,487","10,364"
TENNESSEE4,Metropolitan Statistical Area,Estimated total,100.00%,"34,046",320,3746,"6,837","24,725","163,447","36,930","116,117","10,400"
TENNESSEE4,Cities outside metropolitan areas,,"516,197",,,0,,,,,,
TENNESSEE4,TENNESSEE4,Area actually reporting,100.00%,"3,203",21,327,312,"2,687","21,421","4,146","16,367",908
TENNESSEE4,Nonmetropolitan counties,,"979,618",,,0,,,,,,
TENNESSEE4,TENNESSEE4,Area actually reporting,100.00%,"2,599",30,319,116,"2,269","15,579","5,566","8,722","1,291"
TENNESSEE4,State Total,,"6,549,352","39,848",371,4392,"7,265","29,681","200,447","46,642","141,206","12,599"
TENNESSEE4,TENNESSEE4,"Rate per 100,000 inhabitants",,608.4,5.7,67,110.9,453.2,"3,060.60",712.2,"2,156.00",192.4
TEXAS4,Metropolitan Statistical Area,,"23,907,066",,,0,,,,,,
TEXAS4,Metropolitan Statistical Area,Area actually reporting,99.70%,"100,224","1,079",17634,"30,369","58,549","745,490","149,988","530,355","65,147"
TEXAS4,Metropolitan Statistical Area,Estimated total,100.00%,"100,400","1,080",17680,"30,409","58,659","746,997","150,305","531,426","65,266"
TEXAS4,Cities outside metropolitan areas,,"1,421,341",,,0,,,,,,
TEXAS4,TEXAS4,Area actually reporting,97.30%,"5,676",50,1041,609,"4,414","43,056","10,053","31,360","1,643"
TEXAS4,TEXAS4,Estimated total,100.00%,"5,832",51,1079,624,"4,534","44,192","10,320","32,187","1,685"
TEXAS4,Nonmetropolitan counties,,"1,628,551",,,0,,,,,,
TEXAS4,TEXAS4,Area actually reporting,98.20%,"3,117",52,844,145,"2,418","22,326","8,450","12,310","1,566"
TEXAS4,TEXAS4,Estimated total,100.00%,"3,182",53,870,148,"2,463","22,745","8,609","12,541","1,595"
TEXAS4,State Total,,"26,956,958","109,414","1,184",19629,"31,181","65,656","813,934","169,234","576,154","68,546"
TEXAS4,TEXAS4,"Rate per 100,000 inhabitants",,405.9,4.4,72.9,115.7,243.6,"3,019.40",627.8,"2,137.30",254.3
UTAH5,Metropolitan Statistical Area,,"2,627,376",,,0,,,,,,
UTAH5,Metropolitan Statistical Area,Area actually reporting,99.80%,"5,739",54,2129,"1,287","3,108","78,386","10,465","61,010","6,911"
UTAH5,Metropolitan Statistical Area,Estimated total,100.00%,"5,749",54,2133,"1,289","3,114","78,558","10,488","61,145","6,925"
UTAH5,Cities outside metropolitan areas,,"140,374",,,0,,,,,,
UTAH5,UTAH5,Area actually reporting,95.90%,287,1,163,13,173,"3,526",559,"2,808",159
UTAH5,UTAH5,Estimated total,100.00%,300,1,172,14,180,"3,678",583,"2,929",166
UTAH5,Nonmetropolitan counties,,"175,152",,,0,,,,,,
UTAH5,UTAH5,Area actually reporting,97.50%,290,12,91,9,214,"2,414",436,"1,776",202
UTAH5,UTAH5,Estimated total,100.00%,297,12,94,9,219,"2,475",447,"1,821",207
UTAH5,State Total,,"2,942,902","6,346",67,2399,"1,312","3,513","84,711","11,518","65,895","7,298"
UTAH5,UTAH5,"Rate per 100,000 inhabitants",,215.6,2.3,81.5,44.6,119.4,"2,878.50",391.4,"2,239.10",248
VERMONT4,Metropolitan Statistical Area,,"215,526",,,0,,,,,,
VERMONT4,Metropolitan Statistical Area,Area actually reporting,100.00%,214,2,42,24,166,"4,265",725,"3,427",113
VERMONT4,Cities outside metropolitan areas,,"207,162",,,0,,,,,,
VERMONT4,VERMONT4,Area actually reporting,99.90%,260,1,88,38,174,"3,536",626,"2,852",58
VERMONT4,VERMONT4,Estimated total,100.00%,260,1,88,38,174,"3,541",627,"2,856",58
VERMONT4,Nonmetropolitan counties,,"203,874",,,0,,,,,,
VERMONT4,VERMONT4,Area actually reporting,100.00%,148,7,79,8,92,"1,745",682,990,73
VERMONT4,State Total,,"626,562",622,10,209,70,432,"9,551","2,034","7,273",244
VERMONT4,VERMONT4,"Rate per 100,000 inhabitants",,99.3,1.6,33.4,11.2,68.9,"1,524.40",324.6,"1,160.80",38.9
VIRGINIA4,Metropolitan Statistical Area,,"7,266,550",,,0,,,,,,
VIRGINIA4,Metropolitan Statistical Area,Area actually reporting,99.90%,"14,412",284,3086,"4,039","8,209","143,762","19,725","117,178","6,859"
VIRGINIA4,Metropolitan Statistical Area,Estimated total,100.00%,"14,413",284,3086,"4,039","8,210","143,779","19,727","117,192","6,860"
VIRGINIA4,Cities outside metropolitan areas,,"264,412",,,0,,,,,,
VIRGINIA4,VIRGINIA4,Area actually reporting,98.70%,694,15,178,144,422,"7,385","1,130","6,060",195
VIRGINIA4,VIRGINIA4,Estimated total,100.00%,702,15,178,146,428,"7,484","1,145","6,141",198
VIRGINIA4,Nonmetropolitan counties,,"795,327",,,0,,,,,,
VIRGINIA4,VIRGINIA4,Area actually reporting,100.00%,"1,225",39,478,107,762,"9,457","2,250","6,600",607
VIRGINIA4,State Total,,"8,326,289","16,340",338,3742,"4,292","9,400","160,720","23,122","129,933","7,665"
VIRGINIA4,VIRGINIA4,"Rate per 100,000 inhabitants",,196.2,4.1,44.9,51.5,112.9,"1,930.30",277.7,"1,560.50",92.1
WASHINGTON5,Metropolitan Statistical Area,,"6,347,580",,,0,,,,,,
WASHINGTON5,Metropolitan Statistical Area,Area actually reporting,99.90%,"18,604",159,4392,"5,439","10,568","241,803","49,672","163,026","29,105"
WASHINGTON5,Metropolitan Statistical Area,Estimated total,100.00%,"18,611",159,4394,"5,441","10,572","241,934","49,694","163,120","29,120"
WASHINGTON5,Cities outside metropolitan areas,,"294,301",,,0,,,,,,
WASHINGTON5,WASHINGTON5,Area actually reporting,97.70%,944,7,314,148,619,"12,503","2,897","8,665",941
WASHINGTON5,WASHINGTON5,Estimated total,100.00%,966,7,320,152,634,"12,803","2,966","8,873",964
WASHINGTON5,Nonmetropolitan counties,,"419,649",,,0,,,,,,
WASHINGTON5,WASHINGTON5,Area actually reporting,100.00%,559,8,152,47,421,"6,969","2,630","3,776",563
WASHINGTON5,State Total,,"7,061,530","20,136",174,4866,"5,640","11,627","261,706","55,290","175,769","30,647"
WASHINGTON5,WASHINGTON5,"Rate per 100,000 inhabitants",,285.2,2.5,68.9,79.9,164.7,"3,706.10",783,"2,489.10",434
WEST VIRGINIA4,Metropolitan Statistical Area,,"1,138,730",,,0,,,,,,
WEST VIRGINIA4,Metropolitan Statistical Area,Area actually reporting,92.80%,"3,310",44,508,530,"2,403","26,935","6,481","19,081","1,373"
WEST VIRGINIA4,Metropolitan Statistical Area,Estimated total,100.00%,"3,526",46,535,560,"2,572","29,155","6,857","20,830","1,468"
WEST VIRGINIA4,Cities outside metropolitan areas,,"190,438",,,0,,,,,,
WEST VIRGINIA4,WEST VIRGINIA4,Area actually reporting,58.20%,425,6,51,29,361,"2,211",385,"1,764",62
WEST VIRGINIA4,WEST VIRGINIA4,Estimated total,100.00%,721,10,74,50,620,"3,801",662,"3,032",107
WEST VIRGINIA4,Nonmetropolitan counties,,"521,158",,,0,,,,,,
WEST VIRGINIA4,WEST VIRGINIA4,Area actually reporting,89.60%,"1,197",16,153,37,"1,045","4,205","1,303","2,614",288
WEST VIRGINIA4,WEST VIRGINIA4,Estimated total,100.00%,"1,341",18,181,41,"1,166","4,692","1,454","2,917",321
WEST VIRGINIA4,State Total,,"1,850,326","5,588",74,790,651,"4,358","37,648","8,973","26,779","1,896"
WEST VIRGINIA4,WEST VIRGINIA4,"Rate per 100,000 inhabitants",,302,4,42.7,35.2,235.5,"2,034.70",484.9,"1,447.30",102.5
WISCONSIN5,Metropolitan Statistical Area,,"4,251,567",,,0,,,,,,
WISCONSIN5,Metropolitan Statistical Area,Area actually reporting,96.70%,"14,725",142,2083,"4,918","8,433","95,066","16,637","69,341","9,088"
WISCONSIN5,Metropolitan Statistical Area,Estimated total,100.00%,"14,890",143,2131,"4,961","8,527","97,688","16,979","71,524","9,185"
WISCONSIN5,Cities outside metropolitan areas,,"637,105",,,0,,,,,,
WISCONSIN5,WISCONSIN5,Area actually reporting,95.20%,"1,019",11,377,73,721,"14,099","1,715","12,054",330
WISCONSIN5,WISCONSIN5,Estimated total,100.00%,"1,072",12,398,77,757,"14,813","1,802","12,664",347
WISCONSIN5,Nonmetropolitan counties,,"868,892",,,0,,,,,,
WISCONSIN5,WISCONSIN5,Area actually reporting,100.00%,752,10,313,28,525,"7,737","2,435","4,915",387
WISCONSIN5,State Total,,"5,757,564","16,714",165,2842,"5,066","9,809","120,238","21,216","89,103","9,919"
WISCONSIN5,WISCONSIN5,"Rate per 100,000 inhabitants",,290.3,2.9,49.4,88,170.4,"2,088.30",368.5,"1,547.60",172.3
WYOMING4,Metropolitan Statistical Area,,"178,196",,,0,,,,,,
WYOMING4,Metropolitan Statistical Area,Area actually reporting,100.00%,305,6,62,30,232,"4,292",733,"3,356",203
WYOMING4,Cities outside metropolitan areas,,"246,602",,,0,,,,,,
WYOMING4,WYOMING4,Area actually reporting,97.40%,580,6,141,18,476,"5,806",707,"4,816",283
WYOMING4,WYOMING4,Estimated total,100.00%,594,6,143,18,489,"5,962",726,"4,945",291
WYOMING4,Nonmetropolitan counties,,"159,355",,,0,,,,,,
WYOMING4,WYOMING4,Area actually reporting,91.80%,222,4,85,5,163,"1,123",211,812,100
WYOMING4,WYOMING4,Estimated total,100.00%,243,4,95,5,178,"1,223",230,884,109
WYOMING4,State Total,,"584,153","1,142",16,300,53,899,"11,477","1,689","9,185",603
WYOMING4,WYOMING4,"Rate per 100,000 inhabitants",,195.5,2.7,51.4,9.1,153.9,"1,964.70",289.1,"1,572.40",103.2
