State,Area,Var.5,Population,Violentcrime,Murder.andnonnegligentmanslaughter,Forciblerape,Robbery,Aggravatedassault,Propertycrime,Burglary,Larceny.theft,Motorvehicletheft
NEBRASKA,Metropolitan Statistical Area,,"1,255,602",,,,,,,,,
NEBRASKA,Metropolitan Statistical Area,Area actually reporting,99.80%,"4,418",39,914,681,"2,784","31,051","3,872","22,973","4,206"
NEBRASKA,Metropolitan Statistical Area,Estimated total,100.00%,"4,429",39,915,683,"2,792","31,141","3,882","23,040","4,219"
NEBRASKA,Cities outside metropolitan areas,,"347,118",,,,,,,,,
NEBRASKA,NEBRASKA,Area actually reporting,92.90%,773,2,252,50,469,"6,773",963,"5,357",453
NEBRASKA,NEBRASKA,Estimated total,100.00%,805,2,253,72,478,"7,211","1,017","5,721",473
NEBRASKA,Nonmetropolitan counties,,"326,548",,,,,,,,,
NEBRASKA,NEBRASKA,Area actually reporting,84.60%,260,3,65,1,191,"1,641",347,"1,112",182
NEBRASKA,NEBRASKA,Estimated total,100.00%,260,3,65,1,191,"1,774",347,"1,245",182
NEBRASKA,State Total,,"1,929,268","5,494",44,"1,233",756,"3,461","40,126","5,246","30,006","4,874"
NEBRASKA,NEBRASKA,"Rate per 100,000 inhabitants",,284.8,2.3,63.9,39.2,179.4,"2,079.90",271.9,"1,555.30",252.6
NEVADA,Metropolitan Statistical Area,,"2,759,691",,,,,,,,,
NEVADA,Metropolitan Statistical Area,Area actually reporting,100.00%,"15,629",186,"2,198","3,805","9,440","70,268","16,758","42,000","11,510"
NEVADA,Cities outside metropolitan areas,,"48,497",,,,,,,,,
NEVADA,NEVADA,Area actually reporting,100.00%,256,6,45,22,183,993,230,684,79
NEVADA,Nonmetropolitan counties,,"226,204",,,,,,,,,
NEVADA,NEVADA,Area actually reporting,100.00%,535,10,86,35,404,"2,724",755,"1,654",315
NEVADA,State Total,,"3,034,392","16,420",202,"2,329","3,862","10,027","73,985","17,743","44,338","11,904"
NEVADA,NEVADA,"Rate per 100,000 inhabitants",,541.1,6.7,76.8,127.3,330.4,"2,438.20",584.7,"1,461.20",392.3
NEW HAMPSHIRE,Metropolitan Statistical Area,,"854,544",,,,,,,,,
NEW HAMPSHIRE,Metropolitan Statistical Area,Area actually reporting,99.20%,"1,530",15,304,259,952,"10,324","1,026","8,747",551
NEW HAMPSHIRE,Metropolitan Statistical Area,Estimated total,100.00%,"1,535",15,304,259,957,"10,473","1,031","8,887",555
NEW HAMPSHIRE,Cities outside metropolitan areas,,"459,985",,,,,,,,,
NEW HAMPSHIRE,NEW HAMPSHIRE,Area actually reporting,93.60%,728,5,209,72,442,"5,960",738,"4,929",293
NEW HAMPSHIRE,NEW HAMPSHIRE,Estimated total,100.00%,766,5,216,96,449,"6,165",754,"5,117",294
NEW HAMPSHIRE,Nonmetropolitan counties,,"41,929",,,,,,,,,
NEW HAMPSHIRE,NEW HAMPSHIRE,Area actually reporting,93.40%,39,1,13,2,23,237,52,171,14
NEW HAMPSHIRE,NEW HAMPSHIRE,Estimated total,100.00%,48,1,14,4,29,297,62,215,20
NEW HAMPSHIRE,State Total,,"1,356,458","2,349",21,534,359,"1,435","16,935","1,847","14,219",869
NEW HAMPSHIRE,NEW HAMPSHIRE,"Rate per 100,000 inhabitants",,173.2,1.5,39.4,26.5,105.8,"1,248.50",136.2,"1,048.20",64.1
NEW JERSEY,Metropolitan Statistical Area,,"8,908,520",,,,,,,,,
NEW JERSEY,Metropolitan Statistical Area,Area actually reporting,100.00%,"18,537",286,"1,424","6,364","10,463","125,156","19,232","94,887","11,037"
NEW JERSEY,Cities outside metropolitan areas,,None,,,,,,,,,
NEW JERSEY,Nonmetropolitan counties,,None,,,,,,,,,
NEW JERSEY,State Total,,"8,908,520","18,537",286,"1,424","6,364","10,463","125,156","19,232","94,887","11,037"
NEW JERSEY,NEW JERSEY,"Rate per 100,000 inhabitants",,208.1,3.2,16,71.4,117.4,"1,404.90",215.9,"1,065.10",123.9
NEW MEXICO,Metropolitan Statistical Area,,"1,408,549",,,,,,,,,
NEW MEXICO,Metropolitan Statistical Area,Area actually reporting,92.50%,"12,522",107,909,"2,419","9,087","52,221","10,979","32,955","8,287"
NEW MEXICO,Metropolitan Statistical Area,Estimated total,100.00%,"13,376",111,936,"2,527","9,802","53,954","11,465","34,013","8,476"
NEW MEXICO,Cities outside metropolitan areas,,"394,037",,,,,,,,,
NEW MEXICO,NEW MEXICO,Area actually reporting,96.00%,"2,820",33,227,252,"2,308","13,827","3,289","9,359","1,179"
NEW MEXICO,NEW MEXICO,Estimated total,100.00%,"2,836",33,229,255,"2,319","14,284","3,406","9,687","1,191"
NEW MEXICO,Nonmetropolitan counties,,"292,842",,,,,,,,,
NEW MEXICO,NEW MEXICO,Area actually reporting,97.40%,"1,701",23,187,41,"1,450","3,302","1,172","1,627",503
NEW MEXICO,NEW MEXICO,Estimated total,100.00%,"1,737",23,189,48,"1,477","3,419","1,217","1,690",512
NEW MEXICO,State Total,,"2,095,428","17,949",167,"1,354","2,830","13,598","71,657","16,088","45,390","10,179"
NEW MEXICO,NEW MEXICO,"Rate per 100,000 inhabitants",,856.6,8,64.6,135.1,648.9,"3,419.70",767.8,"2,166.10",485.8
NEW YORK,Metropolitan Statistical Area,,"18,197,801",,,,,,,,,
NEW YORK,Metropolitan Statistical Area,Area actually reporting,99.70%,"65,791",535,"5,597","17,953","41,706","263,956","28,097","223,311","12,548"
NEW YORK,Metropolitan Statistical Area,Estimated total,100.00%,"65,840",535,"5,603","17,961","41,741","264,695","28,169","223,958","12,568"
NEW YORK,Cities outside metropolitan areas,,"502,454",,,,,,,,,
NEW YORK,NEW YORK,Area actually reporting,97.40%,"1,242",11,285,174,772,"8,916","1,373","7,308",235
NEW YORK,NEW YORK,Estimated total,100.00%,"1,278",12,296,176,794,"9,222","1,421","7,559",242
NEW YORK,Nonmetropolitan counties,,"841,954",,,,,,,,,
NEW YORK,NEW YORK,Area actually reporting,100.00%,"1,377",15,676,50,636,"7,590","1,547","5,716",327
NEW YORK,State Total,,"19,542,209","68,495",562,"6,575","18,187","43,171","281,507","31,137","237,233","13,137"
NEW YORK,NEW YORK,"Rate per 100,000 inhabitants",,350.5,2.9,33.6,93.1,220.9,"1,440.50",159.3,"1,214.00",67.2
NORTH CAROLINA5,Metropolitan Statistical Area,,"8,401,289",,,,,,,,,
NORTH CAROLINA5,Metropolitan Statistical Area,Area actually reporting,89.10%,"29,429",396,1989,"6,340","20,704","190,073","42,468","134,375","13,230"
NORTH CAROLINA5,Metropolitan Statistical Area,Estimated total,100.00%,"32,996",456,"2,140","7,449","22,951","210,122","46,893","148,551","14,678"
NORTH CAROLINA5,Cities outside metropolitan areas,,"586,242",,,,,,,,,
NORTH CAROLINA5,NORTH CAROLINA5,Area actually reporting,86.20%,"2,842",66,122,566,"2,088","22,507","5,258","16,180","1,069"
NORTH CAROLINA5,NORTH CAROLINA5,Estimated total,100.00%,"3,174",68,135,633,"2,338","25,766","5,983","18,566","1,217"
NORTH CAROLINA5,Nonmetropolitan counties,,"1,396,089",,,,,,,,,
NORTH CAROLINA5,NORTH CAROLINA5,Area actually reporting,95.30%,"2,909",99,342,327,"2,141","22,190","9,060","11,454","1,676"
NORTH CAROLINA5,NORTH CAROLINA5,Estimated total,100.00%,"3,040",104,358,341,"2,237","23,091","9,414","11,940","1,737"
NORTH CAROLINA5,State Total,,"10,383,620","39,210",628,"2,633","8,423","27,526","258,979","62,290","179,057","17,632"
NORTH CAROLINA5,NORTH CAROLINA5,"Rate per 100,000 inhabitants",,377.6,6,25.4,81.1,265.1,"2,494.10",599.9,"1,724.40",169.8
NORTH DAKOTA,Metropolitan Statistical Area,,"379,498",,,,,,,,,
NORTH DAKOTA,Metropolitan Statistical Area,Area actually reporting,100.00%,"1,164",11,233,121,799,"9,331","1,538","6,924",869
NORTH DAKOTA,Cities outside metropolitan areas,,"188,093",,,,,,,,,
NORTH DAKOTA,NORTH DAKOTA,Area actually reporting,99.80%,765,7,120,32,606,"4,574",807,"3,135",632
NORTH DAKOTA,NORTH DAKOTA,Estimated total,100.00%,766,7,120,32,607,"4,582",808,"3,141",633
NORTH DAKOTA,Nonmetropolitan counties,,"192,486",,,,,,,,,
NORTH DAKOTA,NORTH DAKOTA,Area actually reporting,100.00%,203,0,44,5,154,"1,594",378,943,273
NORTH DAKOTA,State Total,,"760,077","2,133",18,397,158,"1,560","15,507","2,724","11,008","1,775"
NORTH DAKOTA,NORTH DAKOTA,"Rate per 100,000 inhabitants",,280.6,2.4,52.2,20.8,205.2,"2,040.20",358.4,"1,448.30",233.5
OHIO,Metropolitan Statistical Area,,"9,376,628",,,,,,,,,
OHIO,Metropolitan Statistical Area,Area actually reporting,90.10%,"28,724",537,"4,341","8,382","15,464","199,224","39,060","143,262","16,902"
OHIO,Metropolitan Statistical Area,Estimated total,100.00%,"29,748",537,"4,511","8,829","15,871","215,783","40,774","157,031","17,978"
OHIO,Cities outside metropolitan areas,,"1,018,281",,,,,,,,,
OHIO,OHIO,Area actually reporting,80.90%,"1,562",15,421,249,877,"21,458","3,433","17,179",846
OHIO,OHIO,Estimated total,100.00%,"1,643",16,429,254,944,"25,677","4,001","20,747",929
OHIO,Nonmetropolitan counties,,"1,294,533",,,,,,,,,
OHIO,OHIO,Area actually reporting,86.00%,"1,301",11,359,102,829,"11,326","2,990","7,401",935
OHIO,OHIO,Estimated total,100.00%,"1,332",11,360,102,859,"13,036","3,411","8,623","1,002"
OHIO,State Total,,"11,689,442","32,723",564,"5,300","9,185","17,674","254,496","48,186","186,401","19,909"
OHIO,OHIO,"Rate per 100,000 inhabitants",,279.9,4.8,45.3,78.6,151.2,"2,177.10",412.2,"1,594.60",170.3
OKLAHOMA,Metropolitan Statistical Area,,"2,621,457",,,,,,,,,
OKLAHOMA,Metropolitan Statistical Area,Area actually reporting,99.90%,"14,233",162,"1,708","2,432","9,931","82,153","18,608","53,054","10,491"
OKLAHOMA,Metropolitan Statistical Area,Estimated total,100.00%,"14,233",162,"1,708","2,432","9,931","82,153","18,608","53,054","10,491"
OKLAHOMA,Cities outside metropolitan areas,,"731,666",,,,,,,,,
OKLAHOMA,OKLAHOMA,Area actually reporting,99.30%,"3,082",31,421,317,"2,313","23,573","5,537","16,165","1,871"
OKLAHOMA,OKLAHOMA,Estimated total,100.00%,"3,085",31,421,317,"2,316","23,677","5,556","16,248","1,873"
OKLAHOMA,Nonmetropolitan counties,,"589,956",,,,,,,,,
OKLAHOMA,OKLAHOMA,Area actually reporting,97.90%,"1,053",13,169,42,829,"7,384","2,640","3,828",916
OKLAHOMA,OKLAHOMA,Estimated total,100.00%,"1,062",13,170,42,837,"7,534","2,694","3,915",925
OKLAHOMA,State Total,,"3,943,079","18,380",206,"2,299","2,791","13,084","113,364","26,858","73,217","13,289"
OKLAHOMA,OKLAHOMA,"Rate per 100,000 inhabitants",,466.1,5.2,58.3,70.8,331.8,"2,875.00",681.1,"1,856.80",337
OREGON,Metropolitan Statistical Area,,"3,518,314",,,,,,,,,
OREGON,Metropolitan Statistical Area,Area actually reporting,99.30%,"10,262",65,"1,707","2,296","6,194","105,007","13,343","76,678","14,986"
OREGON,Metropolitan Statistical Area,Estimated total,100.00%,"10,313",65,"1,713","2,310","6,225","105,339","13,359","76,960","15,020"
OREGON,Cities outside metropolitan areas,,"311,614",,,,,,,,,
OREGON,OREGON,Area actually reporting,95.00%,893,8,154,144,587,"10,648","1,602","8,227",819
OREGON,OREGON,Estimated total,100.00%,923,8,158,158,599,"11,119","1,660","8,618",841
OREGON,Nonmetropolitan counties,,"360,785",,,,,,,,,
OREGON,OREGON,Area actually reporting,84.30%,603,8,91,34,470,"4,118","1,086","2,425",607
OREGON,OREGON,Estimated total,100.00%,730,9,104,81,536,"4,820","1,285","2,840",695
OREGON,State Total,,"4,190,713","11,966",82,"1,975","2,549","7,360","121,278","16,304","88,418","16,556"
OREGON,OREGON,"Rate per 100,000 inhabitants",,285.5,2,47.1,60.8,175.6,"2,894.00",389.1,"2,109.90",395.1
PENNSYLVANIA,Metropolitan Statistical Area,,"11,353,779",,,,,,,,,
PENNSYLVANIA,Metropolitan Statistical Area,Area actually reporting,99.70%,"36,145",745,"3,830","9,605","21,965","175,929","24,132","139,309","12,488"
PENNSYLVANIA,Metropolitan Statistical Area,Estimated total,100.00%,"36,160",745,"3,830","9,606","21,979","176,290","24,146","139,655","12,489"
PENNSYLVANIA,Cities outside metropolitan areas,,"642,834",,,,,,,,,
PENNSYLVANIA,PENNSYLVANIA,Area actually reporting,98.90%,"1,751",13,164,142,"1,432","7,172","1,019","5,921",232
PENNSYLVANIA,PENNSYLVANIA,Estimated total,100.00%,"1,757",13,164,142,"1,438","7,233","1,021","5,980",232
PENNSYLVANIA,Nonmetropolitan counties,,"810,447",,,,,,,,,
PENNSYLVANIA,PENNSYLVANIA,Area actually reporting,100.00%,"1,275",26,489,100,660,"7,293","1,937","4,961",395
PENNSYLVANIA,State Total,,"12,807,060","39,192",784,"4,483","9,848","24,077","190,816","27,104","150,596","13,116"
PENNSYLVANIA,PENNSYLVANIA,"Rate per 100,000 inhabitants",,306,6.1,35,76.9,188,"1,489.90",211.6,"1,175.90",102.4
PUERTO RICO,Metropolitan Statistical Area,,"3,079,741",,,,,,,,,
PUERTO RICO,Metropolitan Statistical Area,Area actually reporting,100.00%,"6,181",614,191,"2,239","3,137","24,202","5,273","15,259","3,670"
PUERTO RICO,Cities outside metropolitan areas,,"115,412",,,,,,,,,
PUERTO RICO,PUERTO RICO,Area actually reporting,100.00%,236,25,7,32,172,649,213,399,37
PUERTO RICO,Total,,"3,195,153","6,417",639,198,"2,271","3,309","24,851","5,486","15,658","3,707"
PUERTO RICO,PUERTO RICO,"Rate per 100,000 inhabitants",,200.8,20,6.2,71.1,103.6,777.8,171.7,490.1,116
RHODE ISLAND,Metropolitan Statistical Area,,"1,057,315",,,,,,,,,
RHODE ISLAND,Metropolitan Statistical Area,Area actually reporting,100.00%,"2,317",16,481,454,"1,366","17,561","2,810","13,220","1,531"
RHODE ISLAND,Cities outside metropolitan areas,,None,,,,,,,,,
RHODE ISLAND,Nonmetropolitan counties,,None,,,,,,,,,
RHODE ISLAND,State Total,,"1,057,315","2,317",16,481,454,"1,366","17,561","2,810","13,220","1,531"
RHODE ISLAND,RHODE ISLAND,"Rate per 100,000 inhabitants",,219.1,1.5,45.5,42.9,129.2,"1,660.90",265.8,"1,250.30",144.8
SOUTH CAROLINA,Metropolitan Statistical Area,,"4,347,374",,,,,,,,,
SOUTH CAROLINA,Metropolitan Statistical Area,Area actually reporting,98.80%,"20,355",306,"2,060","3,050","14,939","127,824","23,029","92,348","12,447"
SOUTH CAROLINA,Metropolitan Statistical Area,Estimated total,100.00%,"20,541",306,"2,074","3,075","15,086","129,023","23,215","93,322","12,486"
SOUTH CAROLINA,Cities outside metropolitan areas,,"203,525",,,,,,,,,
SOUTH CAROLINA,SOUTH CAROLINA,Area actually reporting,97.00%,"2,028",32,133,287,"1,576","10,512","2,169","7,820",523
SOUTH CAROLINA,SOUTH CAROLINA,Estimated total,100.00%,"2,061",32,133,292,"1,604","10,661","2,185","7,947",529
SOUTH CAROLINA,Nonmetropolitan counties,,"533,228",,,,,,,,,
SOUTH CAROLINA,SOUTH CAROLINA,Area actually reporting,96.30%,"2,158",54,226,183,"1,695","13,312","3,927","8,100","1,285"
SOUTH CAROLINA,SOUTH CAROLINA,Estimated total,100.00%,"2,223",54,227,186,"1,756","13,737","4,073","8,347","1,317"
SOUTH CAROLINA,State Total,,"5,084,127","24,825",392,"2,434","3,553","18,446","153,421","29,473","109,616","14,332"
SOUTH CAROLINA,SOUTH CAROLINA,"Rate per 100,000 inhabitants",,488.3,7.7,47.9,69.9,362.8,"3,017.60",579.7,"2,156.00",281.9
SOUTH DAKOTA,Metropolitan Statistical Area,,"420,829",,,,,,,,,
SOUTH DAKOTA,Metropolitan Statistical Area,Area actually reporting,99.10%,"1,623",7,339,176,"1,101","9,378","1,556","6,849",973
SOUTH DAKOTA,Metropolitan Statistical Area,Estimated total,100.00%,"1,638",7,342,178,"1,111","9,470","1,569","6,918",983
SOUTH DAKOTA,Cities outside metropolitan areas,,"219,614",,,,,,,,,
SOUTH DAKOTA,SOUTH DAKOTA,Area actually reporting,96.00%,"1,587",2,231,40,"1,314","4,504",633,"3,508",363
SOUTH DAKOTA,SOUTH DAKOTA,Estimated total,100.00%,"1,608",2,231,47,"1,328","4,604",645,"3,590",369
SOUTH DAKOTA,Nonmetropolitan counties,,"241,792",,,,,,,,,
SOUTH DAKOTA,SOUTH DAKOTA,Area actually reporting,82.80%,183,3,29,3,148,817,213,522,82
SOUTH DAKOTA,SOUTH DAKOTA,Estimated total,100.00%,324,3,41,37,243,"1,177",357,648,172
SOUTH DAKOTA,State Total,,"882,235","3,570",12,614,262,"2,682","15,251","2,571","11,156","1,524"
SOUTH DAKOTA,SOUTH DAKOTA,"Rate per 100,000 inhabitants",,404.7,1.4,69.6,29.7,304,"1,728.70",291.4,"1,264.50",172.7
TENNESSEE,Metropolitan Statistical Area,,"5,297,542",,,,,,,,,
TENNESSEE,Metropolitan Statistical Area,Area actually reporting,99.90%,"36,817",451,"2,379","6,916","27,071","160,578","26,609","116,881","17,088"
TENNESSEE,Metropolitan Statistical Area,Estimated total,100.00%,"36,817",451,"2,379","6,916","27,071","160,578","26,609","116,881","17,088"
TENNESSEE,Cities outside metropolitan areas,,"483,479",,,,,,,,,
TENNESSEE,TENNESSEE,Area actually reporting,100.00%,"2,646",14,186,190,"2,256","17,352","2,813","13,213","1,326"
TENNESSEE,Nonmetropolitan counties,,"988,989",,,,,,,,,
TENNESSEE,TENNESSEE,Area actually reporting,100.00%,"2,763",33,256,84,"2,390","13,349","3,710","7,614","2,025"
TENNESSEE,State Total,,"6,770,010","42,226",498,"2,821","7,190","31,717","191,279","33,132","137,708","20,439"
TENNESSEE,TENNESSEE,"Rate per 100,000 inhabitants",,623.7,7.4,41.7,106.2,468.5,"2,825.40",489.4,"2,034.10",301.9
TEXAS,Metropolitan Statistical Area,,"25,601,190",,,,,,,,,
TEXAS,Metropolitan Statistical Area,Area actually reporting,98.20%,"109,688","1,228","13,483","27,686","67,291","631,017","105,140","459,349","66,528"
TEXAS,Metropolitan Statistical Area,Estimated total,100.00%,"109,839","1,228","13,496","27,703","67,412","632,569","105,409","460,517","66,643"
TEXAS,Cities outside metropolitan areas,,"1,443,676",,,,,,,,,
TEXAS,TEXAS,Area actually reporting,93.40%,"4,859",42,617,447,"3,753","30,004","6,785","21,596","1,623"
TEXAS,TEXAS,Estimated total,100.00%,"5,065",42,638,454,"3,931","31,297","7,099","22,520","1,678"
TEXAS,Nonmetropolitan counties,,"1,656,979",,,,,,,,,
TEXAS,TEXAS,Area actually reporting,98.40%,"2,985",52,554,98,"2,281","15,328","5,321","8,529","1,478"
TEXAS,TEXAS,Estimated total,100.00%,"3,023",52,559,99,"2,313","15,564","5,403","8,665","1,496"
TEXAS,State Total,,"28,701,845","117,927","1,322","14,693","28,256","73,656","679,430","117,911","491,702","69,817"
TEXAS,TEXAS,"Rate per 100,000 inhabitants",,410.9,4.6,51.2,98.4,256.6,"2,367.20",410.8,"1,713.10",243.2
UTAH,Metropolitan Statistical Area,,"2,830,802",,,,,,,,,
UTAH,Metropolitan Statistical Area,Area actually reporting,99.40%,"6,631",53,"1,615","1,201","3,762","69,225","9,095","52,857","7,273"
UTAH,Metropolitan Statistical Area,Estimated total,100.00%,"6,639",53,"1,616","1,202","3,768","69,483","9,128","53,065","7,290"
UTAH,Cities outside metropolitan areas,,"149,423",,,,,,,,,
UTAH,UTAH,Area actually reporting,89.60%,364,4,78,15,267,"3,076",390,"2,469",217
UTAH,UTAH,Estimated total,100.00%,397,4,81,27,285,"3,280",412,"2,642",226
UTAH,Nonmetropolitan counties,,"180,880",,,,,,,,,
UTAH,UTAH,Area actually reporting,90.90%,310,3,56,7,244,"2,179",401,"1,573",205
UTAH,UTAH,Estimated total,100.00%,332,3,56,7,266,"2,393",428,"1,753",212
UTAH,State Total,,"3,161,105","7,368",60,"1,753","1,236","4,319","75,156","9,968","57,460","7,728"
UTAH,UTAH,"Rate per 100,000 inhabitants",,233.1,1.9,55.5,39.1,136.6,"2,377.50",315.3,"1,817.70",244.5
VERMONT,Metropolitan Statistical Area,,"220,420",,,,,,,,,
VERMONT,Metropolitan Statistical Area,Area actually reporting,100.00%,384,4,117,26,237,"3,412",493,"2,852",67
VERMONT,Cities outside metropolitan areas,,"190,773",,,,,,,,,
VERMONT,VERMONT,Area actually reporting,100.00%,402,1,95,34,272,"3,183",452,"2,638",93
VERMONT,Nonmetropolitan counties,,"215,106",,,,,,,,,
VERMONT,VERMONT,Area actually reporting,100.00%,291,5,75,10,201,"1,441",522,826,93
VERMONT,State Total,,"626,299","1,077",10,287,70,710,"8,036","1,467","6,316",253
VERMONT,VERMONT,"Rate per 100,000 inhabitants",,172,1.6,45.8,11.2,113.4,"1,283.10",234.2,"1,008.50",40.4
VIRGINIA,Metropolitan Statistical Area,,"7,466,029",,,,,,,,,
VIRGINIA,Metropolitan Statistical Area,Area actually reporting,99.90%,"15,054",334,"2,428","3,384","8,908","127,888","13,142","104,914","9,832"
VIRGINIA,Metropolitan Statistical Area,Estimated total,100.00%,"15,056",334,"2,428","3,384","8,910","127,900","13,145","104,921","9,834"
VIRGINIA,Cities outside metropolitan areas,,"244,617",,,,,,,,,
VIRGINIA,VIRGINIA,Area actually reporting,97.80%,640,18,95,123,404,"6,088",752,"5,033",303
VIRGINIA,VIRGINIA,Estimated total,100.00%,645,18,96,124,407,"6,201",761,"5,134",306
VIRGINIA,Nonmetropolitan counties,,"807,039",,,,,,,,,
VIRGINIA,VIRGINIA,Area actually reporting,100.00%,"1,331",39,400,96,796,"7,784","1,668","5,478",638
VIRGINIA,State Total,,"8,517,685","17,032",391,"2,924","3,604","10,113","141,885","15,574","115,533","10,778"
VIRGINIA,VIRGINIA,"Rate per 100,000 inhabitants",,200,4.6,34.3,42.3,118.7,"1,665.80",182.8,"1,356.40",126.5
WASHINGTON,Metropolitan Statistical Area,,"6,769,023",,,,,,,,,
WASHINGTON,Metropolitan Statistical Area,Area actually reporting,98.60%,"21,866",214,"3,094","5,400","13,158","204,842","36,088","142,637","26,117"
WASHINGTON,Metropolitan Statistical Area,Estimated total,100.00%,"21,919",214,"3,099","5,415","13,191","205,202","36,129","142,935","26,138"
WASHINGTON,Cities outside metropolitan areas,,"308,505",,,,,,,,,
WASHINGTON,WASHINGTON,Area actually reporting,92.80%,944,4,209,95,636,"10,638","1,922","7,728",988
WASHINGTON,WASHINGTON,Estimated total,100.00%,979,4,211,114,650,"11,011","2,008","7,997","1,006"
WASHINGTON,Nonmetropolitan counties,,"458,063",,,,,,,,,
WASHINGTON,WASHINGTON,Area actually reporting,100.00%,574,18,103,43,410,"5,798","2,064","3,201",533
WASHINGTON,State Total,,"7,535,591","23,472",236,"3,413","5,572","14,251","222,011","40,201","154,133","27,677"
WASHINGTON,WASHINGTON,"Rate per 100,000 inhabitants",,311.5,3.1,45.3,73.9,189.1,"2,946.20",533.5,"2,045.40",367.3
WEST VIRGINIA,Metropolitan Statistical Area,,"1,164,452",,,,,,,,,
WEST VIRGINIA,Metropolitan Statistical Area,Area actually reporting,81.90%,"3,193",40,446,251,"2,456","17,785","3,837","12,480","1,468"
WEST VIRGINIA,Metropolitan Statistical Area,Estimated total,100.00%,"3,677",45,492,418,"2,722","20,085","4,105","14,123","1,857"
WEST VIRGINIA,Cities outside metropolitan areas,,"175,743",,,,,,,,,
WEST VIRGINIA,WEST VIRGINIA,Area actually reporting,54.30%,342,2,24,17,299,"1,625",204,"1,341",80
WEST VIRGINIA,WEST VIRGINIA,Estimated total,100.00%,490,2,35,77,376,"4,071",482,"3,332",257
WEST VIRGINIA,Nonmetropolitan counties,,"465,637",,,,,,,,,
WEST VIRGINIA,WEST VIRGINIA,Area actually reporting,86.70%,917,19,109,26,763,"2,445",758,"1,417",270
WEST VIRGINIA,WEST VIRGINIA,Estimated total,100.00%,"1,069",20,125,77,847,"2,671",767,"1,499",405
WEST VIRGINIA,State Total,,"1,805,832","5,236",67,652,572,"3,945","26,827","5,354","18,954","2,519"
WEST VIRGINIA,WEST VIRGINIA,"Rate per 100,000 inhabitants",,289.9,3.7,36.1,31.7,218.5,"1,485.60",296.5,"1,049.60",139.5
WISCONSIN,Metropolitan Statistical Area,,"4,343,699",,,,,,,,,
WISCONSIN,Metropolitan Statistical Area,Area actually reporting,98.20%,"15,155",153,"1,737","3,414","9,851","74,000","11,575","54,598","7,827"
WISCONSIN,Metropolitan Statistical Area,Estimated total,100.00%,"15,159",153,"1,738","3,417","9,851","74,030","11,575","54,628","7,827"
WISCONSIN,Cities outside metropolitan areas,,"640,432",,,,,,,,,
WISCONSIN,WISCONSIN,Area actually reporting,99.50%,"1,194",10,290,54,840,"10,935","1,048","9,477",410
WISCONSIN,WISCONSIN,Estimated total,100.00%,"1,194",10,290,54,840,"11,005","1,048","9,547",410
WISCONSIN,Nonmetropolitan counties,,"829,437",,,,,,,,,
WISCONSIN,WISCONSIN,Area actually reporting,100.00%,823,13,220,18,572,"5,651","1,476","3,778",397
WISCONSIN,State Total,,"5,813,568","17,176",176,"2,248","3,489","11,263","90,686","14,099","67,953","8,634"
WISCONSIN,WISCONSIN,"Rate per 100,000 inhabitants",,295.4,3,38.7,60,193.7,"1,559.90",242.5,"1,168.90",148.5
WYOMING,Metropolitan Statistical Area,,"178,207",,,,,,,,,
WYOMING,Metropolitan Statistical Area,Area actually reporting,81.30%,384,5,102,27,250,"4,582",712,"3,463",407
WYOMING,Metropolitan Statistical Area,Estimated total,100.00%,496,6,110,54,326,"5,107",859,"3,769",479
WYOMING,Cities outside metropolitan areas,,"239,201",,,,,,,,,
WYOMING,WYOMING,Area actually reporting,91.90%,456,4,91,14,347,"3,795",465,"3,125",205
WYOMING,WYOMING,Estimated total,100.00%,476,4,91,29,352,"4,120",488,"3,386",246
WYOMING,Nonmetropolitan counties,,"160,329",,,,,,,,,
WYOMING,WYOMING,Area actually reporting,89.10%,220,3,38,3,176,958,174,708,76
WYOMING,WYOMING,Estimated total,100.00%,254,3,42,17,192,"1,086",178,794,114
WYOMING,State Total,,"577,737","1,226",13,243,100,870,"10,313","1,525","7,949",839
WYOMING,WYOMING,"Rate per 100,000 inhabitants",,212.2,2.3,42.1,17.3,150.6,"1,785.10",264,"1,375.90",145.2
