State,Area,Var.5,Population,Violentcrime,Murder.andnonnegligentmanslaughter,Forciblerape,Robbery,Aggravatedassault,Propertycrime,Burglary,Larceny.theft,Motorvehicletheft
MONTANA,MONTANA,"Rate per 100,000 inhabitants",,377.1,3.9,58.4,28.1,286.7,"2,591.60",344.1,"2,000.80",246.7
NEBRASKA,Metropolitan Statistical Area,,"1,253,777",,,,,,,,,
NEBRASKA,Metropolitan Statistical Area,Area actually reporting,99.40%,"4,759",37,853,897,"2,972","33,109","4,542","24,048","4,519"
NEBRASKA,Metropolitan Statistical Area,Estimated total,100.00%,"4,768",37,856,897,"2,978","33,202","4,556","24,117","4,529"
NEBRASKA,Cities outside metropolitan areas,,"338,896",,,,,,,,,
NEBRASKA,NEBRASKA,Area actually reporting,92.80%,740,3,235,57,445,"7,711","1,255","6,037",419
NEBRASKA,NEBRASKA,Estimated total,100.00%,802,3,258,61,480,"8,312","1,353","6,507",452
NEBRASKA,Nonmetropolitan counties,,"327,403",,,,,,,,,
NEBRASKA,NEBRASKA,Area actually reporting,90.20%,272,3,68,9,192,"1,938",508,"1,230",200
NEBRASKA,NEBRASKA,Estimated total,100.00%,303,3,77,10,213,"2,149",563,"1,364",222
NEBRASKA,State Total,,"1,920,076","5,873",43,"1,191",968,"3,671","43,663","6,472","31,988","5,203"
NEBRASKA,NEBRASKA,"Rate per 100,000 inhabitants",,305.9,2.2,62,50.4,191.2,"2,274.00",337.1,"1,666.00",271
NEVADA,Metropolitan Statistical Area,,"2,724,009",,,,,,,,,
NEVADA,Metropolitan Statistical Area,Area actually reporting,100.00%,"15,990",260,"1,773","4,806","9,151","74,017","18,877","42,781","12,359"
NEVADA,Cities outside metropolitan areas,,"48,711",,,,,,,,,
NEVADA,NEVADA,Area actually reporting,100.00%,236,6,44,17,169,"1,377",330,932,115
NEVADA,Nonmetropolitan counties,,"225,319",,,,,,,,,
NEVADA,NEVADA,Area actually reporting,100.00%,441,8,73,18,342,"2,928",842,"1,748",338
NEVADA,State Total,,"2,998,039","16,667",274,"1,890","4,841","9,662","78,322","20,049","45,461","12,812"
NEVADA,NEVADA,"Rate per 100,000 inhabitants",,555.9,9.1,63,161.5,322.3,"2,612.40",668.7,"1,516.40",427.3
NEW HAMPSHIRE,Metropolitan Statistical Area,,"844,743",,,,,,,,,
NEW HAMPSHIRE,Metropolitan Statistical Area,Area actually reporting,99.30%,"1,728",9,378,312,"1,029","10,940","1,439","8,935",566
NEW HAMPSHIRE,Metropolitan Statistical Area,Estimated total,100.00%,"1,736",9,380,313,"1,034","11,008","1,447","8,992",569
NEW HAMPSHIRE,Cities outside metropolitan areas,,"452,773",,,,,,,,,
NEW HAMPSHIRE,NEW HAMPSHIRE,Area actually reporting,91.60%,804,5,241,95,463,"6,579",933,"5,345",301
NEW HAMPSHIRE,NEW HAMPSHIRE,Estimated total,100.00%,882,5,267,104,506,"7,185","1,019","5,837",329
NEW HAMPSHIRE,Nonmetropolitan counties,,"45,279",,,,,,,,,
NEW HAMPSHIRE,NEW HAMPSHIRE,Area actually reporting,93.90%,46,0,14,2,30,340,101,223,16
NEW HAMPSHIRE,NEW HAMPSHIRE,Estimated total,100.00%,50,0,16,2,32,362,108,237,17
NEW HAMPSHIRE,State Total,,"1,342,795","2,668",14,663,419,"1,572","18,555","2,574","15,066",915
NEW HAMPSHIRE,NEW HAMPSHIRE,"Rate per 100,000 inhabitants",,198.7,1,49.4,31.2,117.1,"1,381.80",191.7,"1,122.00",68.1
NEW JERSEY,Metropolitan Statistical Area,,"9,005,644",,,,,,,,,
NEW JERSEY,Metropolitan Statistical Area,Area actually reporting,100.00%,"20,604",324,"1,505","7,895","10,880","140,086","23,891","104,025","12,170"
NEW JERSEY,Cities outside metropolitan areas,,None,,,,,,,,,
NEW JERSEY,Nonmetropolitan counties,,None,,,,,,,,,
NEW JERSEY,State Total,,"9,005,644","20,604",324,"1,505","7,895","10,880","140,086","23,891","104,025","12,170"
NEW JERSEY,NEW JERSEY,"Rate per 100,000 inhabitants",,228.8,3.6,16.7,87.7,120.8,"1,555.50",265.3,"1,155.10",135.1
NEW MEXICO,Metropolitan Statistical Area,,"1,392,948",,,,,,,,,
NEW MEXICO,Metropolitan Statistical Area,Area actually reporting,100.00%,"12,153",102,898,"3,409","7,744","63,392","12,665","40,610","10,117"
NEW MEXICO,Cities outside metropolitan areas,,"398,213",,,,,,,,,
NEW MEXICO,NEW MEXICO,Area actually reporting,95.90%,"2,620",28,208,249,"2,135","14,711","3,696","9,903","1,112"
NEW MEXICO,NEW MEXICO,Estimated total,100.00%,"2,734",29,220,260,"2,225","15,333","3,852","10,322","1,159"
NEW MEXICO,Nonmetropolitan counties,,"296,909",,,,,,,,,
NEW MEXICO,NEW MEXICO,Area actually reporting,97.40%,"1,433",17,136,52,"1,228","3,488","1,364","1,641",483
NEW MEXICO,NEW MEXICO,Estimated total,100.00%,"1,472",17,141,53,"1,261","3,581","1,400","1,685",496
NEW MEXICO,State Total,,"2,088,070","16,359",148,"1,259","3,722","11,230","82,306","17,917","52,617","11,772"
NEW MEXICO,NEW MEXICO,"Rate per 100,000 inhabitants",,783.5,7.1,60.3,178.3,537.8,"3,941.70",858.1,"2,519.90",563.8
NEW YORK,Metropolitan Statistical Area,,"18,471,765",,,,,,,,,
NEW YORK,Metropolitan Statistical Area,Area actually reporting,99.30%,"67,860",522,"5,260","19,828","42,250","274,714","31,348","230,558","12,808"
NEW YORK,Metropolitan Statistical Area,Estimated total,100.00%,"68,039",523,"5,291","19,872","42,353","276,293","31,528","231,892","12,873"
NEW YORK,Cities outside metropolitan areas,,"506,148",,,,,,,,,
NEW YORK,NEW YORK,Area actually reporting,97.00%,"1,221",11,269,181,760,"15,094","1,514","13,362",218
NEW YORK,NEW YORK,Estimated total,100.00%,"1,260",11,278,187,784,"15,569","1,562","13,782",225
NEW YORK,Nonmetropolitan counties,,"871,486",,,,,,,,,
NEW YORK,NEW YORK,Area actually reporting,100.00%,"1,500",14,755,49,682,"8,693","1,912","6,469",312
NEW YORK,State Total,,"19,849,399","70,799",548,"6,324","20,108","43,819","300,555","35,002","252,143","13,410"
NEW YORK,NEW YORK,"Rate per 100,000 inhabitants",,356.7,2.8,31.9,101.3,220.8,"1,514.20",176.3,"1,270.30",67.6
NORTH CAROLINA4,Metropolitan Statistical Area,,"8,060,478",,,,,,,,,
NORTH CAROLINA4,Metropolitan Statistical Area,Area actually reporting,96.90%,"30,308",445,"2,144","8,045","19,674","204,202","46,533","144,865","12,804"
NORTH CAROLINA4,Metropolitan Statistical Area,Estimated total,100.00%,"30,803",450,"2,184","8,154","20,015","209,340","47,782","148,496","13,062"
NORTH CAROLINA4,Cities outside metropolitan areas,,"650,145",,,,,,,,,
NORTH CAROLINA4,NORTH CAROLINA4,Area actually reporting,89.50%,"3,393",67,214,749,"2,363","25,304","6,399","17,799","1,106"
NORTH CAROLINA4,NORTH CAROLINA4,Estimated total,100.00%,"3,778",75,225,837,"2,641","28,282","7,152","19,894","1,236"
NORTH CAROLINA4,Nonmetropolitan counties,,"1,562,796",,,,,,,,,
NORTH CAROLINA4,NORTH CAROLINA4,Area actually reporting,95.30%,"2,652",63,291,342,"1,956","22,746","9,390","11,926","1,430"
NORTH CAROLINA4,NORTH CAROLINA4,Estimated total,100.00%,"2,783",66,306,359,"2,052","23,864","9,852","12,512","1,500"
NORTH CAROLINA4,State Total,,"10,273,419","37,364",591,"2,715","9,350","24,708","261,486","64,786","180,902","15,798"
NORTH CAROLINA4,NORTH CAROLINA4,"Rate per 100,000 inhabitants",,363.7,5.8,26.4,91,240.5,"2,545.30",630.6,"1,760.90",153.8
NORTH DAKOTA,Metropolitan Statistical Area,,"376,890",,,,,,,,,
NORTH DAKOTA,Metropolitan Statistical Area,Area actually reporting,100.00%,"1,193",4,226,143,820,"10,148","1,567","7,708",873
NORTH DAKOTA,Cities outside metropolitan areas,,"195,777",,,,,,,,,
NORTH DAKOTA,NORTH DAKOTA,Area actually reporting,99.60%,746,4,131,35,576,"4,719",944,"3,150",625
NORTH DAKOTA,NORTH DAKOTA,Estimated total,100.00%,748,4,131,35,578,"4,739",948,"3,163",628
NORTH DAKOTA,Nonmetropolitan counties,,"182,726",,,,,,,,,
NORTH DAKOTA,NORTH DAKOTA,Area actually reporting,100.00%,184,2,42,5,135,"1,715",427,"1,016",272
NORTH DAKOTA,State Total,,"755,393","2,125",10,399,183,"1,533","16,602","2,942","11,887","1,773"
NORTH DAKOTA,NORTH DAKOTA,"Rate per 100,000 inhabitants",,281.3,1.3,52.8,24.2,202.9,"2,197.80",389.5,"1,573.60",234.7
OHIO,Metropolitan Statistical Area,,"9,298,408",,,,,,,,,
OHIO,Metropolitan Statistical Area,Area actually reporting,93.20%,"30,217",628,"4,676","10,754","14,159","227,171","47,926","161,354","17,891"
OHIO,Metropolitan Statistical Area,Estimated total,100.00%,"31,168",642,"4,891","11,034","14,601","239,845","49,912","171,437","18,496"
OHIO,Cities outside metropolitan areas,,"1,044,126",,,,,,,,,
OHIO,OHIO,Area actually reporting,80.30%,"1,609",29,439,338,803,"22,829","3,952","18,105",772
OHIO,OHIO,Estimated total,100.00%,"2,007",36,550,421,"1,000","28,425","4,921","22,543",961
OHIO,Nonmetropolitan counties,,"1,316,075",,,,,,,,,
OHIO,OHIO,Area actually reporting,93.90%,"1,412",30,389,141,852,"12,918","3,510","8,661",747
OHIO,OHIO,Estimated total,100.00%,"1,508",32,418,150,908,"13,764","3,740","9,228",796
OHIO,State Total,,"11,658,609","34,683",710,"5,859","11,605","16,509","282,034","58,573","203,208","20,253"
OHIO,OHIO,"Rate per 100,000 inhabitants",,297.5,6.1,50.3,99.5,141.6,"2,419.10",502.4,"1,743.00",173.7
OKLAHOMA,Metropolitan Statistical Area,,"2,655,595",,,,,,,,,
OKLAHOMA,Metropolitan Statistical Area,Area actually reporting,100.00%,"13,871",206,"1,629","2,697","9,339","81,976","20,294","52,055","9,627"
OKLAHOMA,Cities outside metropolitan areas,,"710,875",,,,,,,,,
OKLAHOMA,OKLAHOMA,Area actually reporting,99.80%,"2,998",28,389,265,"2,316","23,644","5,703","16,208","1,733"
OKLAHOMA,OKLAHOMA,Estimated total,100.00%,"3,002",28,389,265,"2,320","23,683","5,712","16,235","1,736"
OKLAHOMA,Nonmetropolitan counties,,"564,394",,,,,,,,,
OKLAHOMA,OKLAHOMA,Area actually reporting,97.90%,"1,039",8,121,37,873,"7,254","2,548","3,836",870
OKLAHOMA,OKLAHOMA,Estimated total,100.00%,"1,061",8,124,38,891,"7,407","2,602","3,917",888
OKLAHOMA,State Total,,"3,930,864","17,934",242,"2,142","3,000","12,550","113,066","28,608","72,207","12,251"
OKLAHOMA,OKLAHOMA,"Rate per 100,000 inhabitants",,456.2,6.2,54.5,76.3,319.3,"2,876.40",727.8,"1,836.90",311.7
OREGON,Metropolitan Statistical Area,,"3,476,871",,,,,,,,,
OREGON,Metropolitan Statistical Area,Area actually reporting,99.10%,"9,804",88,"1,681","2,244","5,791","106,699","14,322","77,116","15,261"
OREGON,Metropolitan Statistical Area,Estimated total,100.00%,"9,878",89,"1,701","2,257","5,831","107,527","14,417","77,746","15,364"
OREGON,Cities outside metropolitan areas,,"311,774",,,,,,,,,
OREGON,OREGON,Area actually reporting,85.10%,857,3,135,122,597,"9,390","1,519","6,996",875
OREGON,OREGON,Estimated total,100.00%,"1,009",4,160,143,702,"11,040","1,786","8,225","1,029"
OREGON,Nonmetropolitan counties,,"354,131",,,,,,,,,
OREGON,OREGON,Area actually reporting,82.10%,636,9,104,26,497,"4,231","1,233","2,385",613
OREGON,OREGON,Estimated total,100.00%,787,11,138,32,606,"5,155","1,502","2,906",747
OREGON,State Total,,"4,142,776","11,674",104,"1,999","2,432","7,139","123,722","17,705","88,877","17,140"
OREGON,OREGON,"Rate per 100,000 inhabitants",,281.8,2.5,48.3,58.7,172.3,"2,986.50",427.4,"2,145.30",413.7
PENNSYLVANIA,Metropolitan Statistical Area,,"11,340,583",,,,,,,,,
PENNSYLVANIA,Metropolitan Statistical Area,Area actually reporting,99.60%,"37,306",693,"3,610","11,526","21,477","193,204","28,135","152,753","12,316"
PENNSYLVANIA,Metropolitan Statistical Area,Estimated total,100.00%,"37,390",693,"3,613","11,547","21,537","193,907","28,218","153,344","12,345"
PENNSYLVANIA,Cities outside metropolitan areas,,"675,346",,,,,,,,,
PENNSYLVANIA,PENNSYLVANIA,Area actually reporting,96.00%,"1,524",20,134,149,"1,221","8,478","1,280","6,974",224
PENNSYLVANIA,PENNSYLVANIA,Estimated total,100.00%,"1,585",21,137,155,"1,272","8,829","1,333","7,263",233
PENNSYLVANIA,Nonmetropolitan counties,,"789,608",,,,,,,,,
PENNSYLVANIA,PENNSYLVANIA,Area actually reporting,100.00%,"1,145",25,451,91,578,"8,484","2,506","5,571",407
PENNSYLVANIA,State Total,,"12,805,537","40,120",739,"4,201","11,793","23,387","211,220","32,057","166,178","12,985"
PENNSYLVANIA,PENNSYLVANIA,"Rate per 100,000 inhabitants",,313.3,5.8,32.8,92.1,182.6,"1,649.40",250.3,"1,297.70",101.4
PUERTO RICO,Metropolitan Statistical Area,,"3,190,926",,,,,,,,,
PUERTO RICO,Metropolitan Statistical Area,Area actually reporting,100.00%,"7,509",658,201,"3,001","3,649","30,209","7,606","19,045","3,558"
PUERTO RICO,Cities outside metropolitan areas,,"146,251",,,,,,,,,
PUERTO RICO,PUERTO RICO,Area actually reporting,100.00%,253,21,8,54,170,967,343,588,36
PUERTO RICO,Total,,"3,337,177","7,762",679,209,"3,055","3,819","31,176","7,949","19,633","3,594"
PUERTO RICO,PUERTO RICO,"Rate per 100,000 inhabitants",,232.6,20.3,6.3,91.5,114.4,934.2,238.2,588.3,107.7
RHODE ISLAND,Metropolitan Statistical Area,,"1,059,639",,,,,,,,,
RHODE ISLAND,Metropolitan Statistical Area,Area actually reporting,100.00%,"2,436",19,432,473,"1,512","18,507","3,217","13,809","1,481"
RHODE ISLAND,Cities outside metropolitan areas,,None,,,,,,,,,
RHODE ISLAND,Nonmetropolitan counties,,None,,,,,,,,,
RHODE ISLAND,RHODE ISLAND,Area actually reporting,100.00%,24,1,13,1,9,54,0,52,2
RHODE ISLAND,State Total,,"1,059,639","2,460",20,445,474,"1,521","18,561","3,217","13,861","1,483"
RHODE ISLAND,RHODE ISLAND,"Rate per 100,000 inhabitants",,232.2,1.9,42,44.7,143.5,"1,751.60",303.6,"1,308.10",140
SOUTH CAROLINA,Metropolitan Statistical Area,,"4,279,294",,,,,,,,,
SOUTH CAROLINA,Metropolitan Statistical Area,Area actually reporting,99.10%,"21,049",312,"2,109","3,344","15,284","134,276","24,630","97,240","12,406"
SOUTH CAROLINA,Metropolitan Statistical Area,Estimated total,100.00%,"21,216",313,"2,127","3,369","15,407","135,417","24,831","98,083","12,503"
SOUTH CAROLINA,Cities outside metropolitan areas,,"203,970",,,,,,,,,
SOUTH CAROLINA,SOUTH CAROLINA,Area actually reporting,97.00%,"1,861",25,133,270,"1,433","10,587","2,175","7,930",482
SOUTH CAROLINA,SOUTH CAROLINA,Estimated total,100.00%,"1,919",26,137,278,"1,478","10,918","2,243","8,178",497
SOUTH CAROLINA,Nonmetropolitan counties,,"541,105",,,,,,,,,
SOUTH CAROLINA,SOUTH CAROLINA,Area actually reporting,99.20%,"2,279",51,238,221,"1,769","14,130","4,199","8,684","1,247"
SOUTH CAROLINA,SOUTH CAROLINA,Estimated total,100.00%,"2,297",51,240,223,"1,783","14,240","4,232","8,751","1,257"
SOUTH CAROLINA,State Total,,"5,024,369","25,432",390,"2,504","3,870","18,668","160,575","31,306","115,012","14,257"
SOUTH CAROLINA,SOUTH CAROLINA,"Rate per 100,000 inhabitants",,506.2,7.8,49.8,77,371.5,"3,195.90",623.1,"2,289.10",283.8
SOUTH DAKOTA,Metropolitan Statistical Area,,"420,832",,,,,,,,,
SOUTH DAKOTA,Metropolitan Statistical Area,Area actually reporting,98.90%,"1,632",13,323,174,"1,122","9,862","1,536","7,410",916
SOUTH DAKOTA,Metropolitan Statistical Area,Estimated total,100.00%,"1,638",13,324,174,"1,127","9,929","1,548","7,460",921
SOUTH DAKOTA,Cities outside metropolitan areas,,"219,744",,,,,,,,,
SOUTH DAKOTA,SOUTH DAKOTA,Area actually reporting,91.20%,"1,742",6,192,48,"1,496","4,830",793,"3,712",325
SOUTH DAKOTA,SOUTH DAKOTA,Estimated total,100.00%,"1,914",7,213,53,"1,641","5,297",870,"4,071",356
SOUTH DAKOTA,Nonmetropolitan counties,,"229,090",,,,,,,,,
SOUTH DAKOTA,SOUTH DAKOTA,Area actually reporting,74.70%,159,4,39,8,108,815,216,520,79
SOUTH DAKOTA,SOUTH DAKOTA,Estimated total,100.00%,219,5,58,11,145,"1,091",289,696,106
SOUTH DAKOTA,State Total,,"869,666","3,771",25,595,238,"2,913","16,317","2,707","12,227","1,383"
SOUTH DAKOTA,SOUTH DAKOTA,"Rate per 100,000 inhabitants",,433.6,2.9,68.4,27.4,335,"1,876.20",311.3,"1,405.90",159
TENNESSEE,Metropolitan Statistical Area,,"5,208,587",,,,,,,,,
TENNESSEE,Metropolitan Statistical Area,Area actually reporting,100.00%,"37,597",479,"2,443","7,498","27,177","163,250","30,730","117,262","15,258"
TENNESSEE,Cities outside metropolitan areas,,"515,162",,,,,,,,,
TENNESSEE,TENNESSEE,Area actually reporting,100.00%,"3,238",25,255,247,"2,711","19,530","3,503","14,723","1,304"
TENNESSEE,Nonmetropolitan counties,,"992,235",,,,,,,,,
TENNESSEE,TENNESSEE,Area actually reporting,100.00%,"2,920",23,236,117,"2,544","14,708","4,483","8,263","1,962"
TENNESSEE,State Total,,"6,715,984","43,755",527,"2,934","7,862","32,432","197,488","38,716","140,248","18,524"
TENNESSEE,TENNESSEE,"Rate per 100,000 inhabitants",,651.5,7.8,43.7,117.1,482.9,"2,940.60",576.5,"2,088.30",275.8
TEXAS,Metropolitan Statistical Area,,"25,244,087",,,,,,,,,
TEXAS,Metropolitan Statistical Area,Area actually reporting,99.50%,"114,973","1,309","13,086","31,501","69,077","671,216","119,385","487,397","64,434"
TEXAS,Metropolitan Statistical Area,Estimated total,100.00%,"115,298","1,311","13,133","31,573","69,281","673,378","119,794","488,952","64,632"
TEXAS,Cities outside metropolitan areas,,"1,446,994",,,,,,,,,
TEXAS,TEXAS,Area actually reporting,96.50%,"5,463",40,668,522,"4,233","33,073","7,568","23,758","1,747"
TEXAS,TEXAS,Estimated total,100.00%,"5,655",41,695,539,"4,380","34,188","7,824","24,561","1,803"
TEXAS,Nonmetropolitan counties,,"1,613,515",,,,,,,,,
TEXAS,TEXAS,Area actually reporting,99.10%,"3,254",59,635,154,"2,406","17,597","6,388","9,618","1,591"
TEXAS,TEXAS,Estimated total,100.00%,"3,285",60,642,155,"2,428","17,762","6,448","9,708","1,606"
TEXAS,State Total,,"28,304,596","124,238","1,412","14,470","32,267","76,089","725,328","134,066","523,221","68,041"
TEXAS,TEXAS,"Rate per 100,000 inhabitants",,438.9,5,51.1,114,268.8,"2,562.60",473.7,"1,848.50",240.4
UTAH,Metropolitan Statistical Area,,"2,773,185",,,,,,,,,
UTAH,Metropolitan Statistical Area,Area actually reporting,99.40%,"6,689",67,"1,536","1,444","3,642","79,982","10,796","60,188","8,998"
UTAH,Metropolitan Statistical Area,Estimated total,100.00%,"6,719",67,"1,544","1,450","3,658","80,375","10,856","60,471","9,048"
UTAH,Cities outside metropolitan areas,,"149,804",,,,,,,,,
UTAH,UTAH,Area actually reporting,87.20%,330,3,80,10,237,"2,927",442,"2,290",195
UTAH,UTAH,Estimated total,100.00%,378,3,92,11,272,"3,357",507,"2,626",224
UTAH,Nonmetropolitan counties,,"178,844",,,,,,,,,
UTAH,UTAH,Area actually reporting,87.30%,274,3,54,6,211,"2,186",396,"1,566",224
UTAH,UTAH,Estimated total,100.00%,313,3,61,7,242,"2,506",454,"1,795",257
UTAH,State Total,,"3,101,833","7,410",73,"1,697","1,468","4,172","86,238","11,817","64,892","9,529"
UTAH,UTAH,"Rate per 100,000 inhabitants",,238.9,2.4,54.7,47.3,134.5,"2,780.20",381,"2,092.10",307.2
VERMONT,Metropolitan Statistical Area,,"218,089",,,,,,,,,
VERMONT,Metropolitan Statistical Area,Area actually reporting,100.00%,389,3,97,44,245,"3,779",580,"3,157",42
VERMONT,Cities outside metropolitan areas,,"202,042",,,,,,,,,
VERMONT,VERMONT,Area actually reporting,100.00%,394,2,82,34,276,"3,551",623,"2,864",64
VERMONT,Nonmetropolitan counties,,"203,526",,,,,,,,,
VERMONT,VERMONT,Area actually reporting,100.00%,251,9,39,14,189,"1,630",651,891,88
VERMONT,State Total,,"623,657","1,034",14,218,92,710,"8,960","1,854","6,912",194
VERMONT,VERMONT,"Rate per 100,000 inhabitants",,165.8,2.2,35,14.8,113.8,"1,436.70",297.3,"1,108.30",31.1
VIRGINIA,Metropolitan Statistical Area,,"7,428,019",,,,,,,,,
VIRGINIA,Metropolitan Statistical Area,Area actually reporting,99.90%,"15,710",387,"2,444","4,087","8,792","136,379","15,520","111,704","9,155"
VIRGINIA,Metropolitan Statistical Area,Estimated total,100.00%,"15,714",387,"2,445","4,088","8,794","136,408","15,523","111,728","9,157"
VIRGINIA,Cities outside metropolitan areas,,"256,861",,,,,,,,,
VIRGINIA,VIRGINIA,Area actually reporting,99.40%,710,26,90,157,437,"6,832",951,"5,550",331
VIRGINIA,VIRGINIA,Estimated total,100.00%,714,26,90,158,440,"6,876",957,"5,586",333
VIRGINIA,Nonmetropolitan counties,,"785,140",,,,,,,,,
VIRGINIA,VIRGINIA,Area actually reporting,100.00%,"1,204",40,327,86,751,"8,571","1,988","5,901",682
VIRGINIA,State Total,,"8,470,020","17,632",453,"2,862","4,332","9,985","151,855","18,468","123,215","10,172"
VIRGINIA,VIRGINIA,"Rate per 100,000 inhabitants",,208.2,5.3,33.8,51.1,117.9,"1,792.90",218,"1,454.70",120.1
WASHINGTON,Metropolitan Statistical Area,,"6,668,792",,,,,,,,,
WASHINGTON,Metropolitan Statistical Area,Area actually reporting,99.90%,"20,983",209,"2,944","5,200","12,630","217,244","39,445","150,755","27,044"
WASHINGTON,Metropolitan Statistical Area,Estimated total,100.00%,"20,983",209,"2,944","5,200","12,630","217,252","39,446","150,761","27,045"
WASHINGTON,Cities outside metropolitan areas,,"304,884",,,,,,,,,
WASHINGTON,WASHINGTON,Area actually reporting,96.00%,"1,005",9,214,143,639,"11,533","2,059","8,314","1,160"
WASHINGTON,WASHINGTON,Estimated total,100.00%,"1,045",9,221,149,666,"12,014","2,145","8,661","1,208"
WASHINGTON,Nonmetropolitan counties,,"432,067",,,,,,,,,
WASHINGTON,WASHINGTON,Area actually reporting,100.00%,520,12,90,41,377,"5,761","2,129","3,089",543
WASHINGTON,State Total,,"7,405,743","22,548",230,"3,255","5,390","13,673","235,027","43,720","162,511","28,796"
WASHINGTON,WASHINGTON,"Rate per 100,000 inhabitants",,304.5,3.1,44,72.8,184.6,"3,173.60",590.4,"2,194.40",388.8
WEST VIRGINIA,Metropolitan Statistical Area,,"1,123,324",,,,,,,,,
WEST VIRGINIA,Metropolitan Statistical Area,Area actually reporting,86.30%,"3,837",59,494,413,"2,871","22,338","5,066","15,252","2,020"
WEST VIRGINIA,Metropolitan Statistical Area,Estimated total,100.00%,"4,244",62,558,443,"3,181","25,592","5,687","17,609","2,296"
WEST VIRGINIA,Cities outside metropolitan areas,,"186,093",,,,,,,,,
WEST VIRGINIA,WEST VIRGINIA,Area actually reporting,59.60%,359,5,42,29,283,"2,086",351,"1,608",127
WEST VIRGINIA,WEST VIRGINIA,Estimated total,100.00%,620,8,88,49,475,"3,502",589,"2,700",213
WEST VIRGINIA,Nonmetropolitan counties,,"506,440",,,,,,,,,
WEST VIRGINIA,WEST VIRGINIA,Area actually reporting,97.10%,"1,459",15,143,31,"1,270","4,405","1,313","2,613",479
WEST VIRGINIA,WEST VIRGINIA,Estimated total,100.00%,"1,504",15,149,32,"1,308","4,536","1,352","2,691",493
WEST VIRGINIA,State Total,,"1,815,857","6,368",85,795,524,"4,964","33,630","7,628","23,000","3,002"
WEST VIRGINIA,WEST VIRGINIA,"Rate per 100,000 inhabitants",,350.7,4.7,43.8,28.9,273.4,"1,852.00",420.1,"1,266.60",165.3
WISCONSIN,Metropolitan Statistical Area,,"4,296,895",,,,,,,,,
WISCONSIN,Metropolitan Statistical Area,Area actually reporting,99.30%,"16,336",171,"1,625","4,234","10,306","84,396","14,034","61,746","8,616"
WISCONSIN,Metropolitan Statistical Area,Estimated total,100.00%,"16,365",171,"1,632","4,237","10,325","84,630","14,080","61,920","8,630"
WISCONSIN,Cities outside metropolitan areas,,"655,239",,,,,,,,,
WISCONSIN,WISCONSIN,Area actually reporting,99.70%,"1,299",7,284,87,921,"13,535","1,593","11,496",446
WISCONSIN,WISCONSIN,Estimated total,100.00%,"1,303",7,285,87,924,"13,578","1,598","11,533",447
WISCONSIN,Nonmetropolitan counties,,"843,349",,,,,,,,,
WISCONSIN,WISCONSIN,Area actually reporting,100.00%,871,8,222,21,620,"6,594","1,921","4,282",391
WISCONSIN,State Total,,"5,795,483","18,539",186,"2,139","4,345","11,869","104,802","17,599","77,735","9,468"
WISCONSIN,WISCONSIN,"Rate per 100,000 inhabitants",,319.9,3.2,36.9,75,204.8,"1,808.30",303.7,"1,341.30",163.4
WYOMING,Metropolitan Statistical Area,,"178,138",,,,,,,,,
WYOMING,Metropolitan Statistical Area,Area actually reporting,100.00%,465,6,94,55,310,"4,881",784,"3,678",419
WYOMING,Cities outside metropolitan areas,,"245,155",,,,,,,,,
WYOMING,WYOMING,Area actually reporting,95.70%,563,3,107,18,435,"4,400",555,"3,598",247
WYOMING,WYOMING,Estimated total,100.00%,589,3,112,19,455,"4,597",580,"3,759",258
WYOMING,Nonmetropolitan counties,,"156,022",,,,,,,,,
WYOMING,WYOMING,Area actually reporting,88.90%,285,5,49,2,229,"1,002",204,707,91
WYOMING,WYOMING,Estimated total,100.00%,322,6,57,2,257,"1,126",229,795,102
WYOMING,State Total,,"579,315","1,376",15,263,76,"1,022","10,604","1,593","8,232",779
WYOMING,WYOMING,"Rate per 100,000 inhabitants",,237.5,2.6,45.4,13.1,176.4,"1,830.40",275,"1,421.00",134.5
